Cefoperazone	Clindamycin	Streptomycin	ko	gene	pathway	grouping	KEGG_code
6	1	8	K14155	pyridoxal_phosphate-dependent_transferase	Cysteine_and_methionine_metabolism;Metabolism;Amino_acid_metabolism|Selenocompound_metabolism;Metabolism;Metabolism_of_other_amino_acids|Metabolic_pathways;Metabolism;Global_and_overview_maps|Biosynthesis_of_secondary_metabolites;Metabolism;Global_and_overview_maps|Biosynthesis_of_amino_acids;Metabolism;Global_and_overview_maps	PEP group translocators	cdf:CD630_24840
16	12	71	none	pyridoxal_phosphate-dependent_transferase	none	PEP group translocators	cdf:CD630_25020
12	7	24	K14155	pyridoxal_phosphate-dependent_transferase	Cysteine_and_methionine_metabolism;Metabolism;Amino_acid_metabolism|Selenocompound_metabolism;Metabolism;Metabolism_of_other_amino_acids|Metabolic_pathways;Metabolism;Global_and_overview_maps|Biosynthesis_of_secondary_metabolites;Metabolism;Global_and_overview_maps|Biosynthesis_of_amino_acids;Metabolism;Global_and_overview_maps	PEP group translocators	cdf:CD630_26960
1	6	9	K14155	pyridoxal_phosphate-dependent_transferase	Cysteine_and_methionine_metabolism;Metabolism;Amino_acid_metabolism|Selenocompound_metabolism;Metabolism;Metabolism_of_other_amino_acids|Metabolic_pathways;Metabolism;Global_and_overview_maps|Biosynthesis_of_secondary_metabolites;Metabolism;Global_and_overview_maps|Biosynthesis_of_amino_acids;Metabolism;Global_and_overview_maps	PEP group translocators	cdf:CD630_27330
0	54	7	none	pyridoxal_phosphate-dependent_transferase_(EC:2.8.1.7)	none	PEP group translocators	cdf:CD630_30320
46	10	92	none	pyridoxal_phosphate-dependent_transferase_(PLP-dependent_transferase)_(EC:2.6.1.-)	none	PEP group translocators	cdf:CD630_34410
383	1	9	K01989	ABC_transporter_sugar-family_extracellular_solute-binding_protein	none	ABC sugar transporters	cdf:CD630_08730
257	0	12	K05833	ABC_transporter_sugar-family_ATP-binding_protein_(EC:3.6.3.-)	none	ABC sugar transporters	cdf:CD630_08740
144	1	12	K05832	ABC_transporter_sugar-family_permease	none	ABC sugar transporters	cdf:CD630_08750
8	0	8	K01989	ABC_transporter_sugar-family_extracellular_solute-binding_protein	none	ABC sugar transporters	cdf:CD630_08760
13	1	5	K05833	ABC_transporter_sugar-family_ATP-binding_protein_(EC:3.6.3.-)	none	ABC sugar transporters	cdf:CD630_08770
78	1	9	K05832	ABC_transporter_sugar-specific_permease	none	ABC sugar transporters	cdf:CD630_08780
4	1	18	K10441	ABC_transporter_sugar-family_ATP-binding_protein_(EC:3.6.3.-)	ABC_transporters;Environmental_Information_Processing;Membrane_transport	ABC sugar transporters	cdf:CD630_15870
3	1	13	K10440	ABC_transporter_sugar-family_permease	ABC_transporters;Environmental_Information_Processing;Membrane_transport	ABC sugar transporters	cdf:CD630_15880
6	1	17	K10439	ABC_transporter_sugar-family_extracellular_solute-binding_protein	ABC_transporters;Environmental_Information_Processing;Membrane_transport|Bacterial_chemotaxis;Cellular_Processes;Cell_motility	ABC sugar transporters	cdf:CD630_15890
25	9	30	K10112	ABC_transporter_sugar-family_ATP-binding_protein_(EC:3.6.3.-)	ABC_transporters;Environmental_Information_Processing;Membrane_transport	ABC sugar transporters	cdf:CD630_24560
79	15	10	K02026	ABC_transporter_sugar-family_permease	none	ABC sugar transporters	cdf:CD630_25480
61	14	9	none	ABC_transporter_sugar-family_permease	none	ABC sugar transporters	cdf:CD630_25490
101	34	23	none	ABC_transporter_sugar-family_extracellular_solute-binding_protein	none	ABC sugar transporters	cdf:CD630_25500
3	1	9	none	ABC_transporter_sugar-family_extracellular_solute-binding_protein	none	ABC sugar transporters	cdf:CD630_26450
6	0	83	none	srlR;_PTS_operon_transcription_antiterminator	none	Sugar alcohol catabolism	cdf:CD630_07620
4	0	74	none	srlM;_Sorbitol_operon_activator_protein_(Glucitol)	none	Sugar alcohol catabolism	cdf:CD630_07630
6	0	115	K02783	srlA;_PTS_system_glucitol/sorbitol-specific_transporter_subunit_IIC	Fructose_and_mannose_metabolism;Metabolism;Carbohydrate_metabolism|Phosphotransferase_system_(PTS);Environmental_Information_Processing;Membrane_transport	Sugar alcohol catabolism	cdf:CD630_076401
7	1	83	K02781	srlB;_PTS_system_sorbitol-specific_transporter_subunit_IIA_(EC:2.7.1.-)	Fructose_and_mannose_metabolism;Metabolism;Carbohydrate_metabolism|Phosphotransferase_system_(PTS);Environmental_Information_Processing;Membrane_transport	Sugar alcohol catabolism	cdf:CD630_076701
8	1	159	K00068	srlD;_sorbitol-6-phosphate_dehydrogenase_(EC:1.1.1.140)	Fructose_and_mannose_metabolism;Metabolism;Carbohydrate_metabolism	Sugar alcohol catabolism	cdf:CD630_07680
8	0	109	K02782	srlEa;_PTS_system_sorbitol-specific_transporter_subunit_IIB_(EC:2.7.1.69)	Fructose_and_mannose_metabolism;Metabolism;Carbohydrate_metabolism|Phosphotransferase_system_(PTS);Environmental_Information_Processing;Membrane_transport	Sugar alcohol catabolism	cdf:CD630_076501
7	1	124	K02783	srlEb;_PTS_system_glucitol/sorbitol-specific_transporter_subunit_IIB_(EC:2.7.1.69)	Fructose_and_mannose_metabolism;Metabolism;Carbohydrate_metabolism|Phosphotransferase_system_(PTS);Environmental_Information_Processing;Membrane_transport	Sugar alcohol catabolism	cdf:CD630_076601
562	5	284	K00009	mtlD;_mannitol-1-phosphate_5-dehydrogenase_(EC:1.1.1.17)	Fructose_and_mannose_metabolism;Metabolism;Carbohydrate_metabolism	Sugar alcohol catabolism	cdf:CD630_23310
405	2	169	K02798	mtlF;_PTS_system_mannitol-specific_transporter_subunit_IIA_(EC:2.7.1.69)	Fructose_and_mannose_metabolism;Metabolism;Carbohydrate_metabolism|Phosphotransferase_system_(PTS);Environmental_Information_Processing;Membrane_transport	Sugar alcohol catabolism	cdf:CD630_233201
337	3	150	none	mtlR;_PTS_operon_transcription_antiterminator	none	Sugar alcohol catabolism	cdf:CD630_23330
261	2	125	K02799	mtlA;_PTS_system_mannitol-specific_transporter_subunit_IICB_(EC:2.7.1.69)	Fructose_and_mannose_metabolism;Metabolism;Carbohydrate_metabolism|Phosphotransferase_system_(PTS);Environmental_Information_Processing;Membrane_transport	Sugar alcohol catabolism	cdf:CD630_233401
89	130	400	K00929	buk;_butyrate_kinase_(EC:2.7.2.7)	Butanoate_metabolism;Metabolism;Carbohydrate_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps	Fermentation end steps	cdf:CD630_01130
133	284	512	K00929	buk;_butyrate_kinase_(EC:2.7.2.7)	Butanoate_metabolism;Metabolism;Carbohydrate_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps	Fermentation end steps	cdf:CD630_23790
0	7	5	K00929	buk1;_butyrate_kinase_(EC:2.7.2.7)	Butanoate_metabolism;Metabolism;Carbohydrate_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps	Fermentation end steps	cdf:CD630_24260
56	101	341	K00634	ptb;_phosphate_butyryltransferase_(EC:2.3.1.19)	Butanoate_metabolism;Metabolism;Carbohydrate_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps	Fermentation end steps	cdf:CD630_01120
21	39	168	K00634	ptb;_phosphate_butyryltransferase_(Phosphotransbutyrylase)_(EC:2.3.1.19)	Butanoate_metabolism;Metabolism;Carbohydrate_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps	Fermentation end steps	cdf:CD630_07150
0	8	5	none	ptb;_phosphate_butyryltransferase_(Phosphotransbutyrylase)_(EC:2.3.1.19)	none	Fermentation end steps	cdf:CD630_24250
18	19	11	none	4-hydroxyphenylacetate_decarboxylase,catalytic_subunit_HpdB	none	Fermentation end steps	cdf:CD630_01530
15	17	13	none	4-hydroxyphenylacetate_decarboxylase,regulatory_subunit_HpdC	none	Fermentation end steps	cdf:CD630_01540
19	24	18	K04069	4-hydroxyphenylacetate_decarboxylase,activating_subunit_HpdA;_putative_glycyl-radical_activating_family_protein	none	Fermentation end steps	cdf:CD630_01550
291	95	240	K00925	ackA;_acetate_kinase_(EC:2.7.2.1)	Taurine_and_hypotaurine_metabolism;Metabolism;Metabolism_of_other_amino_acids|Pyruvate_metabolism;Metabolism;Carbohydrate_metabolism|Propanoate_metabolism;Metabolism;Carbohydrate_metabolism|Methane_metabolism;Metabolism;Energy_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps|Microbial_metabolism_in_diverse_environments;Metabolism;Global_and_overview_maps|Carbon_metabolism;Metabolism;Global_and_overview_maps	Fermentation end steps	cdf:CD630_11750
371	505	1420	K00174	2-ketoisovalerate_ferredoxin_reductase_(EC:1.2.7.-)	Citrate_cycle_(TCA_cycle);Metabolism;Carbohydrate_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps|Microbial_metabolism_in_diverse_environments;Metabolism;Global_and_overview_maps|Carbon_metabolism;Metabolism;Global_and_overview_maps	Fermentation end steps	cdf:CD630_01160
161	144	248	none	sucD;_succinate-semialdehyde_dehydrogenase_(NAD(P)+)_(EC:1.2.1.16)	none	Fermentation end steps	cdf:CD630_23420
2	87	13	K04072	adhE;_bifunctional_acetaldehyde-CoA/alcohol_dehydrogenase_(EC:1.2.1.10_1.1.1.1)	Glycolysis_/_Gluconeogenesis;Metabolism;Carbohydrate_metabolism|Fatty_acid_degradation;Metabolism;Lipid_metabolism|Tyrosine_metabolism;Metabolism;Amino_acid_metabolism|Benzoate_degradation;Metabolism;Xenobiotics_biodegradation_and_metabolism|Pyruvate_metabolism;Metabolism;Carbohydrate_metabolism|Chloroalkane_and_chloroalkene_degradation;Metabolism;Xenobiotics_biodegradation_and_metabolism|Naphthalene_degradation;Metabolism;Xenobiotics_biodegradation_and_metabolism|Butanoate_metabolism;Metabolism;Carbohydrate_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps|Biosynthesis_of_secondary_metabolites;Metabolism;Global_and_overview_maps|Microbial_metabolism_in_diverse_environments;Metabolism;Global_and_overview_maps|Degradation_of_aromatic_compounds;Metabolism;Global_and_overview_maps	Fermentation end steps	cdf:CD630_03340
1481	8	2337	K04072	adhE;_bifunctional_acetaldehyde-CoA/alcohol_dehydrogenase_(EC:1.2.1.10_1.1.1.1)	Glycolysis_/_Gluconeogenesis;Metabolism;Carbohydrate_metabolism|Fatty_acid_degradation;Metabolism;Lipid_metabolism|Tyrosine_metabolism;Metabolism;Amino_acid_metabolism|Benzoate_degradation;Metabolism;Xenobiotics_biodegradation_and_metabolism|Pyruvate_metabolism;Metabolism;Carbohydrate_metabolism|Chloroalkane_and_chloroalkene_degradation;Metabolism;Xenobiotics_biodegradation_and_metabolism|Naphthalene_degradation;Metabolism;Xenobiotics_biodegradation_and_metabolism|Butanoate_metabolism;Metabolism;Carbohydrate_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps|Biosynthesis_of_secondary_metabolites;Metabolism;Global_and_overview_maps|Microbial_metabolism_in_diverse_environments;Metabolism;Global_and_overview_maps|Degradation_of_aromatic_compounds;Metabolism;Global_and_overview_maps	Fermentation end steps	cdf:CD630_29660
158	169	389	none	cat2;_4-hydroxybutyrate_CoA-transferase	none	Fermentation end steps	cdf:CD630_23390
136	113	206	none	cat1;_succinyl-CoA:coenzyme_A_transferase_(EC:2.8.3.-)	none	Fermentation end steps	cdf:CD630_23430
164	197	475	K14534	abfD;_gamma-aminobutyrate_metabolism_dehydratase/isomerase_(EC:4.2.1.-_5.3.3.3)	Butanoate_metabolism;Metabolism;Carbohydrate_metabolism|Microbial_metabolism_in_diverse_environments;Metabolism;Global_and_overview_maps|Carbon_metabolism;Metabolism;Global_and_overview_maps	Fermentation end steps	cdf:CD630_23410
615	270	1807	K00074	hbd;_3-hydroxybutyryl-CoA_dehydrogenase_(EC:1.1.1.157)	Phenylalanine_metabolism;Metabolism;Amino_acid_metabolism|Benzoate_degradation;Metabolism;Xenobiotics_biodegradation_and_metabolism|Butanoate_metabolism;Metabolism;Carbohydrate_metabolism|Metabolic_pathways;Metabolism;Global_and_overview_maps|Microbial_metabolism_in_diverse_environments;Metabolism;Global_and_overview_maps	Fermentation end steps	cdf:CD630_10580
