Compound_code	Compound_name	Metabolite_score	Sim_Median	Sim_IQR_25	Sim_IQR_75	Sim_Lower_95_interval	Sim_Upper_95_interval	Significance
C05756	3-Oxododecanoyl-[acp]	-5.672	0.0	-6.0	6.15	-0.0948	0.09717	n.s.
C05757	(R)-3-Hydroxydodecanoyl-[acp]	5.209	0.0	-6.087	6.109	-0.0961746	0.0965222	n.s.
C05758	trans-Dodec-2-enoyl-[acp]	-5.285	0.0	-6.17	6.022	-0.097486	0.0951476	n.s.
C05759	3-Oxotetradecanoyl-[acp]	-5.672	0.0	-6.0	6.15	-0.0948	0.09717	n.s.
C05811	2-Octaprenyl-6-hydroxyphenol	-3.0	-5.392	-6.919	-3.907	-5.5013202	-5.3302694	n.s.
C05810	2-Octaprenylphenol	3.0	5.392	3.907	6.919	5.3302694	5.5013202	n.s.
C00236	3-Phospho-D-glyceroyl_phosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00188	L-Threonine	7.454	4.136	-4.883	6.102	4.0588486	4.2324116	n.s.
C00189	Ethanolamine	3.939	4.7	-5.404	6.773	4.6146168	4.8070134	n.s.
C00186	(S)-Lactate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00185	Cellobiose	-2.585	-5.492	-7.0	-4.0	-5.6026	-5.4288	n.s.
C00183	L-Valine	6.585	5.426	3.907	6.931	5.3642694	5.5355098	n.s.
C00180	Benzoate	-7.651	-5.459	-7.0	-3.907	-5.5696	-5.3972694	n.s.
C00181	D-Xylose	-1.0	0.0	-6.044	6.066	-0.0954952	0.0958428	n.s.
C02909	(2-Naphthyl)methanol	10.222	6.044	4.931	7.317	5.9660902	6.1596086	*
C00159	D-Mannose	7.944	6.476	5.562	7.39	6.3881204	6.592762	n.s.
C04216	all-trans-Heptaprenyl_diphosphate	-3.17	-5.459	-6.919	-3.907	-5.5683202	-5.3972694	n.s.
C04051	5-Amino-4-imidazolecarboxyamide	-5.459	-5.492	-7.011	-4.0	-5.6027738	-5.4288	n.s.
C00011	CO2	9.41	3.133	-5.495	5.847	3.046179	3.2253826	*
C04352	(R)-4'-Phosphopantothenoyl-L-cysteine	3.07	0.0	-3.632	3.907	-0.0573856	0.0617306	n.s.
C02553	L-Seryl-tRNA(Ser)	-7.15	-5.492	-7.011	-4.0	-5.6027738	-5.4288	n.s.
C16348	cis-3-Chloroallyl_aldehyde	-8.477	-2.392	-4.825	3.921	-2.468235	-2.3300482	*
C02946	4-Acetamidobutanoate	-2.585	-5.426	-6.931	-4.0	-5.5355098	-5.3628	n.s.
C16586	2-Phenyl-1,3-propanediol_monocarbamate	5.248	5.459	4.0	6.919	5.3958	5.5683202	n.s.
C05378	beta-D-Fructose_1,6-bisphosphate	9.048	0.0	-5.661	5.73	-0.0894438	0.090534	*
C00015	UDP	-5.735	-1.459	-5.401	5.183	-1.5443358	-1.3771086	n.s.
C05100	3-Ureidoisobutyrate	-4.0	-5.426	-6.943	-3.907	-5.5356994	-5.3642694	n.s.
C06148	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00151	L-Amino_acid	5.0	5.492	3.907	6.99175	5.4302694	5.60246965	n.s.
C05823	3-Mercaptolactate	-6.672	-5.459	-6.966	-3.907	-5.5690628	-5.3972694	n.s.
C02988	L-Histidyl-tRNA(His)	-5.644	-5.392	-6.943	-3.907	-5.5016994	-5.3302694	n.s.
C16551	Alcophosphamide	-5.248	-5.459	-6.919	-4.0	-5.5683202	-5.3958	n.s.
C06715	3-Oxopimeloyl-CoA	2.585	5.459	3.907	6.96875	5.3972694	5.56910625	n.s.
C06714	3-Hydroxypimeloyl-CoA	-6.248	-5.476	-7.011	-4.0	-5.5867738	-5.4128	n.s.
C16466	7-Methyl-3-oxo-6-octenoyl-CoA	0.0	-5.492	-7.011	-3.907	-5.6027738	-5.4302694	*
C16219	3-Oxostearoyl-[acp]	-5.672	0.0	-6.0	6.15	-0.0948	0.09717	n.s.
C09306	Sulfur_dioxide	-7.366	-5.459	-6.943	-3.907	-5.5686994	-5.3972694	n.s.
C00254	Prephenate	0.0	0.0	-4.117	4.097	-0.0650486	0.0647326	n.s.
C16237	Protein_N6-(lipoyl)lysine	-6.34	-5.459	-7.022	-4.0	-5.5699476	-5.3958	n.s.
C00931	Porphobilinogen	4.322	5.426	4.0	6.919	5.3628	5.5353202	n.s.
C04327	4-Methyl-5-(2-phosphoethyl)-thiazole	2.663	-3.807	-6.4715	5.807	-3.9092497	-3.7152494	n.s.
C16238	Lipoyl-AMP	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C18239	Precursor_Z	-4.7	-6.0	-7.253	-4.833	-6.1145974	-5.9236386	n.s.
C00446	alpha-D-Galactose_1-phosphate	4.807	5.492	4.0	6.977	5.4288	5.6022366	n.s.
C00445	5,10-Methenyltetrahydrofolate	-3.415	0.0	-5.503	5.503	-0.0869474	0.0869474	n.s.
C01762	Xanthosine	6.229	5.96	4.807	7.17275	5.8840494	6.07332945	n.s.
C00441	L-Aspartate_4-semialdehyde	7.375	-2.558	-5.534	5.005	-2.6454372	-2.478921	n.s.
C00440	5-Methyltetrahydrofolate	-5.218	-1.361	-4.2445	3.7655	-1.4280631	-1.3015051	n.s.
C04281	L-1-Pyrroline-3-hydroxy-5-carboxylate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00526	Deoxyuridine	-1.0	3.954	-5.781	6.524	3.8626602	4.0570792	n.s.
C00527	Glutaryl-CoA	-2.585	-5.459	-6.96875	-3.907	-5.56910625	-5.3972694	n.s.
C11453	2-C-Methyl-D-erythritol_2,4-cyclodiphosphate	1.17	0.0	-5.735	5.651	-0.090613	0.0892858	n.s.
C00522	(R)-Pantoate	-2.433	0.0	-5.372	5.307	-0.0848776	0.0838506	n.s.
C00448	trans,trans-Farnesyl_diphosphate	4.443	2.907	-4.728	5.494	2.8322976	2.9938052	n.s.
C04882	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	3.7	0.0	-6.044	6.022	-0.0954952	0.0951476	n.s.
C01024	Hydroxymethylbilane	-4.322	-5.426	-6.919	-4.0	-5.5353202	-5.3628	n.s.
C12739	5'-Deoxy-5-fluorouridine	-5.931	-5.459	-6.98	-3.907	-5.569284	-5.3972694	n.s.
C00009	Orthophosphate	-5.7	-5.459	-7.0	-3.907	-5.5696	-5.3972694	n.s.
C01909	Dethiobiotin	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00068	Thiamin_diphosphate	1.087	0.0	-4.109	4.01125	-0.0649222	0.06337775	n.s.
C04133	N-Acetyl-L-glutamate_5-phosphate	0.0	0.0	-5.845	5.824	-0.092351	0.0920192	n.s.
C03838	5'-Phosphoribosylglycinamide	-4.644	0.0	-6.044	6.17	-0.0954952	0.097486	n.s.
C00288	HCO3-	6.707	6.464	5.577	7.39	6.3758834	6.580762	n.s.
C03722	Quinolinate	0.0	0.0	-6.129	6.044	-0.0968382	0.0954952	n.s.
C05402	Melibiose	-1.0	-5.492	-7.022	-3.97675	-5.6029476	-5.42916735	n.s.
C04619	(3R)-3-Hydroxydecanoyl-[acyl-carrier_protein]	4.794	0.0	-5.672	5.693	-0.0896176	0.0899494	n.s.
C05404	D-Gal_alpha_1->6D-Gal_alpha_1->6D-Glucose	-1.0	-5.492	-7.022	-3.97675	-5.6029476	-5.42916735	n.s.
C03939	Acetyl-[acyl-carrier_protein]	4.585	0.0	-4.822	4.822	-0.0761876	0.0761876	n.s.
C00054	Adenosine_3',5'-bisphosphate	-5.248	-5.426	-6.954	-4.0	-5.5358732	-5.3628	n.s.
C04039	2,3-Dihydroxy-3-methylbutanoate	1.0	0.0	-5.977	6.087	-0.0944366	0.0961746	n.s.
C00627	Pyridoxine_phosphate	-4.524	-5.524	-7.011	-4.0	-5.6347738	-5.4608	n.s.
C00459	dTTP	4.822	6.716	5.99	7.532	6.621358	6.8350056	*
C01228	Guanosine_3',5'-bis(diphosphate)	-2.322	-5.459	-6.989	-3.907	-5.5694262	-5.3972694	n.s.
C00239	dCMP	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00725	Lipoate	6.34	5.459	4.0	7.022	5.3958	5.5699476	n.s.
C00231	D-Xylulose_5-phosphate	-7.383	-3.429	-5.49625	4.26075	-3.51584075	-3.36168015	n.s.
C00232	Succinate_semialdehyde	-6.639	0.0	-4.437	4.481	-0.0701046	0.0707998	n.s.
C00233	4-Methyl-2-oxopentanoate	-2.0	-5.459	-7.011	-3.907	-5.5697738	-5.3972694	n.s.
C00234	10-Formyltetrahydrofolate	-8.27	3.143	-4.719	5.529	3.0684398	3.2303582	*
C00235	Dimethylallyl_diphosphate	-4.263	0.0	-5.766	5.81225	-0.0911028	0.09183355	n.s.
C01613	Stachyose	1.0	5.492	3.97675	7.022	5.42916735	5.6029476	n.s.
C00237	CO	-6.112	0.0	-3.966	3.834	-0.0626628	0.0605772	n.s.
C00010	CoA	-9.404	-3.907	-6.476	5.682	-4.0093208	-3.8172244	*
C00158	Citrate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00012	Peptide	7.57	5.459	4.0	6.977	5.3958	5.5692366	n.s.
C00014	Ammonia	-9.175	-4.79	-6.432	4.8885	-4.8916256	-4.7127617	*
C05980	Cardiolipin	-5.977	-5.442	-6.919	-4.0	-5.5513202	-5.3788	n.s.
C00016	FAD	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00018	Pyridoxal_phosphate	-4.524	-5.524	-7.011	-4.0	-5.6347738	-5.4608	n.s.
C00019	S-Adenosyl-L-methionine	-5.744	-1.711	-5.481	5.172	-1.7975998	-1.6292824	n.s.
C00153	Nicotinamide	-5.755	-6.033	-7.268	-4.883	-6.1478344	-5.9558486	n.s.
C00152	L-Asparagine	7.222	3.075	-5.392	5.897	2.9898064	3.1681726	n.s.
C00155	L-Homocysteine	-2.7	-4.687	-6.735	5.31525	-4.793413	-4.60301905	n.s.
C02835	Imidazole-4-acetate	-2.585	-5.426	-6.931	-4.0	-5.5355098	-5.3628	n.s.
C05714	alpha-Aminopropiononitrile	7.651	5.459	3.907	7.0	5.3972694	5.5696	n.s.
C05715	gamma-Amino-gamma-cyanobutanoate	7.651	5.459	3.907	7.0	5.3972694	5.5696	n.s.
C05711	gamma-Glutamyl-beta-cyanoalanine	-5.0	-5.492	-6.99175	-3.907	-5.60246965	-5.4302694	n.s.
C02713	N-Acetylmuramate	4.17	5.426	4.0	6.943	5.3628	5.5356994	n.s.
C02336	beta-D-Fructose	1.585	0.0	-6.129	6.087	-0.0968382	0.0961746	n.s.
C14108	4-Hydroxymethylsalicylaldehyde	-6.248	-5.476	-7.011	-4.0	-5.5867738	-5.4128	n.s.
C02331	Vinylacetyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00058	Formate	8.627	3.209	-5.426	6.0725	3.1232692	3.3049455	*
C06320	Precorrin_6X	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C04620	(3R)-3-Hydroxyoctanoyl-[acyl-carrier_protein]	4.794	0.0	-5.672	5.693	-0.0896176	0.0899494	n.s.
C00655	Xanthosine_5'-phosphate	4.924	-3.857	-6.03725	4.88575	-3.95238855	-3.77980515	n.s.
C00301	ADP-ribose	6.524	5.459	3.907	6.966	5.3972694	5.5690628	n.s.
C00302	DL-Glutamate	-7.651	-5.459	-7.0	-3.907	-5.5696	-5.3972694	n.s.
C00718	Amylose	-7.468	0.0	-5.109	5.022	-0.0807222	0.0793476	n.s.
C02232	3-Oxoadipyl-CoA	-10.819	-5.459	-7.0	-4.0	-5.5696	-5.3958	*
C14089	1-Hydroxymethylnaphthalene	10.222	6.044	4.931	7.317	5.9660902	6.1596086	*
C14107	2-Hydroxy-4-hydroxymethylbenzalpyruvate	6.248	5.476	4.0	7.011	5.4128	5.5867738	n.s.
C14086	2-Hydroxy-3-methylbenzalpyruvate	6.248	5.476	4.0	7.011	5.4128	5.5867738	n.s.
C14087	3-Methylsalicylaldehyde	-6.248	-5.476	-7.011	-4.0	-5.5867738	-5.4128	n.s.
C17551	2-Polyprenyl-6-hydroxyphenol	-3.0	-5.392	-6.919	-3.907	-5.5013202	-5.3302694	n.s.
C17556	di-trans,poly-cis-Undecaprenyl_phosphate	-2.807	0.0	-6.129	6.044	-0.0968382	0.0954952	n.s.
C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate	5.459	0.0	-5.17	5.07125	-0.081686	0.08012575	n.s.
C01127	4-Hydroxy-2-oxoglutarate	6.555	5.459	4.0	6.966	5.3958	5.5690628	n.s.
C06188	Salicin_6-phosphate	6.858	0.0	-6.0	6.17	-0.0948	0.097486	n.s.
C05665	3-Aminopropanal	2.585	5.426	4.0	6.931	5.3628	5.5355098	n.s.
C03058	2-Hydroxyglutaryl-CoA	6.248	5.476	4.0	7.011	5.4128	5.5867738	n.s.
C06186	Arbutin	3.907	6.022	4.858	7.285	5.9452436	6.137103	n.s.
C06187	Arbutin_6-phosphate	5.954	-3.907	-6.524	5.687	-4.0100792	-3.8171454	n.s.
C18902	Methylselenic_acid	10.042	5.492	4.0	6.966	5.4288	5.6020628	*
C03294	N-Formylmethionyl-tRNA	-5.17	-5.426	-6.922	-4.0	-5.5353676	-5.3628	n.s.
C02051	Lipoylprotein	-5.672	3.954	-5.75825	6.555	3.86301965	4.057569	n.s.
C03114	Dimethylbenzimidazole	6.322	5.426	3.907	6.919	5.3642694	5.5353202	n.s.
C06611	trans-3-Chloro-2-propene-1-ol	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C06612	cis-3-Chloro-2-propene-1-ol	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C04088	Octadecanoyl-[acyl-carrier_protein]	-5.285	-5.459	-6.934	-3.907	-5.5685572	-5.3972694	n.s.
C06614	trans-3-Chloroacrylic_acid	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C06615	cis-3-Chloroacrylic_acid	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C06755	Chloroacetic_acid	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C06754	Chloroacetaldehyde	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00979	O-Acetyl-L-serine	3.524	5.812	4.577	7.094	5.7396834	5.9240852	n.s.
C00877	Crotonoyl-CoA	6.388	-0.636	-3.743	3.26675	-0.6951394	-0.58438535	*
C16273	3-Hydroxy-5-oxohexanoyl-CoA	-2.0	-3.858	-6.562	5.714	-3.9616796	-3.7677188	n.s.
C16272	3-Hydroxy-5-oxohexanoate	3.322	6.033	4.883	7.281	5.9558486	6.1480398	n.s.
C04246	But-2-enoyl-[acyl-carrier_protein]	-5.285	0.0	-6.17	6.022	-0.097486	0.0951476	n.s.
C00409	Methanethiol	-1.585	-5.459	-6.977	-3.907	-5.5692366	-5.3972694	n.s.
C03373	Aminoimidazole_ribotide	-5.044	0.0	-6.044	6.109	-0.0954952	0.0965222	n.s.
C16074	Phenylacetonitrile	7.651	5.459	3.907	7.0	5.3972694	5.5696	n.s.
C04778	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole	-3.939	0.0	-5.415	5.437	-0.085557	0.0859046	n.s.
C00407	L-Isoleucine	7.375	5.426	3.907	6.966	5.3642694	5.5360628	n.s.
C01401	Alanine	-7.651	-5.459	-7.0	-3.907	-5.5696	-5.3972694	n.s.
C01151	D-Ribose_1,5-bisphosphate	-5.492	-5.426	-6.966	-4.0	-5.5360628	-5.3628	n.s.
C06056	4-Hydroxy-L-threonine	-4.248	-5.459	-6.989	-4.0	-5.5694262	-5.3958	n.s.
C06506	Adenosyl_cobyrinate_a,c_diamide	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C06055	O-Phospho-4-hydroxy-L-threonine	4.248	5.459	4.0	6.989	5.3958	5.5694262	n.s.
C03479	Folinic_acid	5.615	5.426	3.907	7.0	5.3642694	5.5366	n.s.
C01412	Butanal	11.198	5.459	3.907	7.011	5.3972694	5.5697738	*
C06114	gamma-Glutamyl-beta-aminopropiononitrile	-5.0	-5.492	-6.99175	-3.907	-5.60246965	-5.4302694	n.s.
C06508	Adenosyl_cobinamide	5.392	0.0	-6.066	6.066	-0.0958428	0.0958428	n.s.
C06509	Adenosyl_cobinamide_phosphate	3.807	0.0	-4.481	4.481	-0.0707998	0.0707998	n.s.
C09332	Tetrahydrofolyl-[Glu](2)	-5.209	-5.426	-6.931	-3.907	-5.5355098	-5.3642694	n.s.
C06032	D-erythro-3-Methylmalate	0.152	-3.059	-5.676	4.92	-3.1486808	-2.981264	n.s.
C01157	Hydroxyproline	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02576	Perillyl_aldehyde	2.585	5.426	4.0	6.931	5.3628	5.5355098	n.s.
C03972	2,3,4,5-Tetrahydrodipicolinate	3.36	0.0	-5.055	5.012	-0.079869	0.0791896	n.s.
C03974	2-Acyl-sn-glycerol_3-phosphate	-2.585	-5.459	-6.96875	-3.907	-5.56910625	-5.3972694	n.s.
C00577	D-Glyceraldehyde	-9.793	0.0	-6.066	5.954	-0.0958428	0.0940732	*
C01300	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine	3.322	3.858	-5.82	6.531	3.766044	3.9611898	n.s.
C00279	D-Erythrose_4-phosphate	-8.254	0.0	-6.234	6.309	-0.0984972	0.0996822	n.s.
C13632	4,4'-Dihydroxy-alpha-methylstilbene	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C01304	2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	-1.585	0.0	-6.087	6.087	-0.0961746	0.0961746	n.s.
C01801	Deoxyribose	3.907	5.426	4.0	7.011	5.3628	5.5367738	n.s.
C00275	D-Mannose_6-phosphate	-7.86	-5.033	-6.791	5.238	-5.1402978	-4.9502396	n.s.
C00270	N-Acetylneuraminate	7.651	5.492	3.907	7.033	5.4302694	5.6031214	n.s.
C00900	2-Acetolactate	0.0	0.0	-6.109	6.0	-0.0965222	0.0948	n.s.
C00479	Propanal	5.248	5.492	3.907	6.966	5.4302694	5.6020628	n.s.
C00475	Cytidine	0.138	0.0	-3.6655	3.417	-0.0579149	0.0539886	n.s.
C12215	Iminoerythrose_4-phosphate	-10.014	-5.426	-6.94575	-3.907	-5.53574285	-5.3642694	*
C12214	Aminofructose_6-phosphate	10.014	5.426	3.907	6.94575	5.3642694	5.53574285	*
C00294	Inosine	5.781	3.773	-5.816	6.492	3.6811072	3.8755736	n.s.
C00295	Orotate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00357	N-Acetyl-D-glucosamine_6-phosphate	-9.275	-0.222	-5.72425	5.644	-0.31244315	-0.1328248	*
C05698	Selenohomocysteine	-3.807	0.0	-6.066	5.954	-0.0958428	0.0940732	n.s.
C01267	3-(Imidazol-4-yl)-2-oxopropyl_phosphate	0.0	0.0	-4.202	4.243	-0.0663916	0.0670394	n.s.
C00353	Geranylgeranyl_diphosphate	-4.459	-5.459	-6.989	-4.0	-5.5694262	-5.3958	n.s.
C00352	D-Glucosamine_6-phosphate	-1.722	0.766	-5.919	5.986	0.6724798	0.8605788	n.s.
C00299	Uridine	-2.826	0.0	-3.649	3.518	-0.0576542	0.0555844	n.s.
C02166	Leukotriene_C4	5.0	5.492	3.907	6.99175	5.4302694	5.60246965	n.s.
C04666	D-erythro-1-(Imidazol-4-yl)glycerol_3-phosphate	-0.83	-3.959	-6.44675	5.46275	-4.06085865	-3.87268855	n.s.
C01269	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	-1.0	0.0	-5.129	5.044	-0.0810382	0.0796952	n.s.
C05979	Propane-1-ol	-5.248	-5.492	-6.966	-3.907	-5.6020628	-5.4302694	n.s.
C05898	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	-7.539	-5.459	-6.977	-3.907	-5.5692366	-5.3972694	n.s.
C05893	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine	-7.539	-5.459	-6.977	-3.907	-5.5692366	-5.3972694	n.s.
C05892	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	5.0	5.459	3.907	6.954	5.3972694	5.5688732	n.s.
C05596	p-Hydroxyphenylacetylglycine	-2.585	-5.459	-6.96875	-3.907	-5.56910625	-5.3972694	n.s.
C01279	4-Amino-5-hydroxymethyl-2-methylpyrimidine	-0.0	0.0	-6.087	6.109	-0.0961746	0.0965222	n.s.
C04046	3-D-Glucosyl-1,2-diacylglycerol	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05382	Sedoheptulose_7-phosphate	-8.76	0.0	-4.907	4.993	-0.0775306	0.0788894	*
C00120	Biotin	1.0	0.0	-5.481	5.481	-0.0865998	0.0865998	n.s.
C00121	D-Ribose	3.907	5.426	4.0	7.011	5.3628	5.5367738	n.s.
C00122	Fumarate	-2.862	0.447	-2.199	3.142	0.4122558	0.4966436	n.s.
C00123	L-Leucine	6.6	5.459	4.0	6.989	5.3958	5.5694262	n.s.
C00129	Isopentenyl_diphosphate	-4.17	0.0	-5.672	5.71925	-0.0896176	0.09036415	n.s.
C15532	N-Acetyl-L-citrulline	4.907	5.459	4.0	6.966	5.3958	5.5690628	n.s.
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C11934	2-Hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA	-6.248	-5.476	-7.011	-4.0	-5.5867738	-5.4128	n.s.
C15973	Enzyme_N6-(dihydrolipoyl)lysine	7.433	6.041	4.872	7.292	5.9640224	6.1562136	n.s.
C03028	Thiamin_triphosphate	-4.755	-5.426	-6.966	-3.907	-5.5360628	-5.3642694	n.s.
C05749	Hexanoyl-[acp]	5.728	0.0	-6.0	6.066	-0.0948	0.0958428	n.s.
C20589	D-Glucosaminate-6-phosphate	-3.459	-6.459	-7.384	-5.547	-6.5756672	-6.3713574	*
C05747	(R)-3-Hydroxyhexanoyl-[acp]	5.209	0.0	-6.087	6.109	-0.0961746	0.0965222	n.s.
C05746	3-Oxohexanoyl-[acp]	-5.672	0.0	-6.0	6.15	-0.0948	0.09717	n.s.
C05745	Butyryl-[acp]	5.728	0.0	-6.0	6.066	-0.0948	0.0958428	n.s.
C05744	Acetoacetyl-[acp]	-4.109	-3.443	-6.14	5.405	-3.540012	-3.357601	n.s.
C03150	Nicotinamide-beta-riboside	5.755	6.033	4.883	7.268	5.9558486	6.1478344	n.s.
C04618	(3R)-3-Hydroxybutanoyl-[acyl-carrier_protein]	4.472	0.0	-5.35	5.372	-0.08453	0.0848776	n.s.
C02091	(S)-Ureidoglycine	-6.375	-5.492	-7.0	-4.0	-5.6026	-5.4288	n.s.
C00726	Nitrile	7.651	5.459	3.907	7.0	5.3972694	5.5696	n.s.
C00055	CMP	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C03539	S-Ribosyl-L-homocysteine	4.392	0.0	-6.044	6.129	-0.0954952	0.0968382	n.s.
C00199	D-Ribulose_5-phosphate	-5.666	3.386	-5.44325	6.1395	3.29999665	3.4830041	n.s.
C00051	Glutathione	5.0	5.492	3.907	6.99175	5.4302694	5.60246965	n.s.
C00052	UDP-alpha-D-galactose	2.652	0.0	-5.259	5.28	-0.0830922	0.083424	n.s.
C00194	Cobamide_coenzyme	-4.624	-6.03	-7.27	-4.841	-6.144866	-5.9535122	n.s.
C00197	3-Phospho-D-glycerate	-2.438	-3.544	-6.13625	5.63525	-3.64095275	-3.45496305	n.s.
C03785	D-Tagatose_1,6-bisphosphate	6.244	-3.459	-6.34	5.863	-3.559172	-3.3663646	n.s.
C02714	N-Acetylputrescine	-5.524	-5.459	-6.977	-4.0	-5.5692366	-5.3958	n.s.
C00192	Hydroxylamine	3.0	5.426	4.0	6.931	5.3628	5.5355098	n.s.
C00354	D-Fructose_1,6-bisphosphate	-7.141	0.0	-3.459	3.437	-0.0546522	0.0543046	*
C01118	O-Succinyl-L-homoserine	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C01050	UDP-N-acetylmuramate	6.063	0.0	-5.948	5.778	-0.0939784	0.0912924	n.s.
C04574	di-trans,poly-cis-Undecaprenyl_diphosphate	-6.129	0.0	-6.044	6.087	-0.0954952	0.0961746	n.s.
C05130	Imidazole-4-acetaldehyde	2.585	5.426	4.0	6.931	5.3628	5.5355098	n.s.
C00206	dADP	8.083	-4.496	-6.478	5.038	-4.5983524	-4.4163996	n.s.
C06156	alpha-D-Glucosamine_1-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C04807	2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine	2.585	0.0	-6.087	6.087	-0.0961746	0.0961746	n.s.
C20423	alpha-D-Ribose_1-methylphosphonate_5-phosphate	0.0	0.0	-6.022	6.17	-0.0951476	0.097486	n.s.
C20422	alpha-D-Ribose_1-methylphosphonate_5-triphosphate	0.0	-5.17	-6.877	5.19	-5.2786566	-5.087998	n.s.
C03492	D-4'-Phosphopantothenate	5.392	0.0	-5.954	6.229	-0.0940732	0.0984182	n.s.
C02457	Propane-1,3-diol	-5.248	-5.492	-6.966	-3.907	-5.6020628	-5.4302694	n.s.
C06010	(S)-2-Acetolactate	0.0	0.0	-5.524	5.415	-0.0872792	0.085557	n.s.
C00831	Pantetheine	5.459	5.392	3.907	6.919	5.3302694	5.5013202	n.s.
