Compound_code	Compound_name	Metabolite_score	Significance	Lower_95_Confidence	Upper_95_Confidence
C16272	3-Hydroxy-5-oxohexanoate	3.322	<0.01	8.51058235997	9.48599999244
C04246	But-2-enoyl-[acyl-carrier_protein]	-5.285	<0.01	1.64394254261	2.35582314483
C00409	Methanethiol	-1.585	<0.01	-7.85799075985	-6.10497852907
C03373	Aminoimidazole_ribotide	-5.044	<0.01	-3.2631470675	-2.54564900596
C16074	Phenylacetonitrile	7.651	n.s.	6.10497852907	7.85799075985
C04778	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole	-3.939	<0.01	-1.97122630118	-1.20009714702
C00407	L-Isoleucine	7.375	n.s.	6.10497852907	7.85799075985
C01401	Alanine	-7.651	n.s.	-7.85799075985	-6.10497852907
C01151	D-Ribose_1,5-bisphosphate	-5.492	<0.01	-7.85799075985	-6.10497852907
C06056	4-Hydroxy-L-threonine	-4.248	<0.01	-7.85799075985	-6.10497852907
C06506	Adenosyl_cobyrinate_a,c_diamide	0.0	<0.01	0.0	0.0
C06055	O-Phospho-4-hydroxy-L-threonine	4.248	<0.01	6.10497852907	7.85799075985
C03479	Folinic_acid	5.615	<0.01	6.10497852907	7.85799075985
C01412	Butanal	11.198	<0.01	6.10497852907	7.85799075985
C06114	gamma-Glutamyl-beta-aminopropiononitrile	-5.0	<0.01	-7.85799075985	-6.10497852907
C06508	Adenosyl_cobinamide	5.392	<0.01	3.77287589149	4.4880630835
C06509	Adenosyl_cobinamide_phosphate	3.807	n.s.	3.4280244968	4.29506476135
C09332	Tetrahydrofolyl-[Glu](2)	-5.209	<0.01	-7.85799075985	-6.10497852907
C06032	D-erythro-3-Methylmalate	0.152	<0.01	5.24577135559	6.04775147246
C01157	Hydroxyproline	0.0	<0.01	0.0	0.0
C02576	Perillyl_aldehyde	2.585	<0.01	6.10497852907	7.85799075985
C03972	2,3,4,5-Tetrahydrodipicolinate	3.36	<0.01	1.91434708617	2.73490291558
C03974	2-Acyl-sn-glycerol_3-phosphate	-2.585	<0.01	-7.85799075985	-6.10497852907
C00577	D-Glyceraldehyde	-9.793	<0.01	-4.21516070188	-3.50233908061
C01300	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine	3.322	<0.01	-5.03223810876	-4.3249370401
C00279	D-Erythrose_4-phosphate	-8.254	<0.01	2.45238260896	3.16414951113
C13632	4,4'-Dihydroxy-alpha-methylstilbene	0.0	<0.01	0.0	0.0
C01304	2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	-1.585	<0.01	-3.7483356726	-3.0387945723
C01801	Deoxyribose	3.907	<0.01	6.10497852907	7.85799075985
C00275	D-Mannose_6-phosphate	-7.86	<0.01	6.42632565947	7.15301404748
C00270	N-Acetylneuraminate	7.651	n.s.	6.10497852907	7.85799075985
C00900	2-Acetolactate	0.0	<0.01	0.143269390297	0.859976216036
C00479	Propanal	5.248	<0.01	6.10497852907	7.85799075985
C00475	Cytidine	0.138	<0.01	2.82404204853	3.83448898476
C12215	Iminoerythrose_4-phosphate	-10.014	<0.01	-7.85799075985	-6.10497852907
C12214	Aminofructose_6-phosphate	10.014	<0.01	6.10497852907	7.85799075985
C00294	Inosine	5.781	<0.01	-3.16584993528	-2.45638146684
C00295	Orotate	0.0	<0.01	0.0	0.0
C00357	N-Acetyl-D-glucosamine_6-phosphate	-9.275	<0.01	3.20400215719	3.97013228508
C05698	Selenohomocysteine	-3.807	n.s.	-4.36051860465	-3.64331627907
C01267	3-(Imidazol-4-yl)-2-oxopropyl_phosphate	0.0	<0.05	-0.955647873344	-0.0457963354459
C00353	Geranylgeranyl_diphosphate	-4.459	<0.01	-7.85799075985	-6.10497852907
C00352	D-Glucosamine_6-phosphate	-1.722	<0.01	-3.9547036389	-3.2171987812
C00299	Uridine	-2.826	<0.01	-0.99254559821	-0.0062671822943
C02166	Leukotriene_C4	5.0	<0.01	6.10497852907	7.85799075985
C04666	D-erythro-1-(Imidazol-4-yl)glycerol_3-phosphate	-0.83	<0.01	4.13529985431	4.86316883303
C01269	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	-1.0	<0.01	0.587746530493	1.41161682243
C05979	Propane-1-ol	-5.248	<0.01	-7.85799075985	-6.10497852907
C05898	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	-7.539	n.s.	-7.85799075985	-6.10497852907
C05893	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine	-7.539	n.s.	-7.85799075985	-6.10497852907
C05892	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	5.0	<0.01	6.10497852907	7.85799075985
C05596	p-Hydroxyphenylacetylglycine	-2.585	<0.01	-7.85799075985	-6.10497852907
C01279	4-Amino-5-hydroxymethyl-2-methylpyrimidine	-0.0	<0.01	0.934708779905	1.64897789263
C04046	3-D-Glucosyl-1,2-diacylglycerol	0.0	<0.01	0.0	0.0
C05382	Sedoheptulose_7-phosphate	-8.76	<0.01	3.4036785782	4.21847250541
C00120	Biotin	1.0	<0.01	-4.13840733478	-3.37138531297
C00121	D-Ribose	3.907	<0.01	6.10497852907	7.85799075985
C00122	Fumarate	-2.862	<0.01	-5.56597645022	-4.39464046898
C00123	L-Leucine	6.6	n.s.	6.10497852907	7.85799075985
C00129	Isopentenyl_diphosphate	-4.17	<0.01	-2.96391344693	-2.20928305591
C15532	N-Acetyl-L-citrulline	4.907	<0.01	6.10497852907	7.85799075985
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA	0.0	<0.01	0.0	0.0
C11934	2-Hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA	-6.248	n.s.	-7.85799075985	-6.10497852907
C15973	Enzyme_N6-(dihydrolipoyl)lysine	7.433	<0.01	8.57187919627	9.53084210201
C03028	Thiamin_triphosphate	-4.755	<0.01	-7.85799075985	-6.10497852907
C05749	Hexanoyl-[acp]	5.728	<0.01	4.00597919613	4.71540011395
C20589	D-Glucosaminate-6-phosphate	-3.459	<0.01	-9.24813158498	-8.24008907199
C05747	(R)-3-Hydroxyhexanoyl-[acp]	5.209	<0.01	-4.05737409835	-3.34313573575
C05746	3-Oxohexanoyl-[acp]	-5.672	<0.01	0.643303450483	1.35548721031
C05745	Butyryl-[acp]	5.728	<0.01	4.00597919613	4.71540011395
C05744	Acetoacetyl-[acp]	-4.109	<0.01	4.8249687815	5.57520797988
C03150	Nicotinamide-beta-riboside	5.755	<0.01	8.49050867988	9.47731017704
C04618	(3R)-3-Hydroxybutanoyl-[acyl-carrier_protein]	4.472	<0.01	-3.91259807463	-3.13167241484
C02091	(S)-Ureidoglycine	-6.375	n.s.	-7.85799075985	-6.10497852907
C00726	Nitrile	7.651	n.s.	6.10497852907	7.85799075985
C00055	CMP	0.0	n.s.	0.0	0.0
C03539	S-Ribosyl-L-homocysteine	4.392	<0.01	-3.67992675933	-2.96557992996
C00199	D-Ribulose_5-phosphate	-5.666	<0.01	1.21232710565	1.95227701075
C00051	Glutathione	5.0	<0.01	6.10497852907	7.85799075985
C00052	UDP-alpha-D-galactose	2.652	<0.01	-1.9781011264	-1.19308483661
C00194	Cobamide_coenzyme	-4.624	<0.01	-9.5189746964	-8.5546518738
C00197	3-Phospho-D-glycerate	-2.438	<0.01	5.86716134318	6.64329397849
C03785	D-Tagatose_1,6-bisphosphate	6.244	<0.01	3.23527774858	3.94151373264
C02714	N-Acetylputrescine	-5.524	<0.01	-7.85799075985	-6.10497852907
C00192	Hydroxylamine	3.0	<0.01	6.10497852907	7.85799075985
C00354	D-Fructose_1,6-bisphosphate	-7.141	<0.01	2.08308489697	3.09086773647
C01118	O-Succinyl-L-homoserine	0.0	<0.01	0.0	0.0
C01050	UDP-N-acetylmuramate	6.063	<0.01	2.32730659703	3.06297479107
C04574	di-trans,poly-cis-Undecaprenyl_diphosphate	-6.129	<0.01	-3.16446333273	-2.45269988679
C05130	Imidazole-4-acetaldehyde	2.585	<0.01	6.10497852907	7.85799075985
C00206	dADP	8.083	<0.01	6.14241899361	6.88197601107
C06156	alpha-D-Glucosamine_1-phosphate	0.0	<0.01	0.0	0.0
C04807	2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine	2.585	<0.01	3.55715379673	4.26532555939
C20423	alpha-D-Ribose_1-methylphosphonate_5-phosphate	0.0	<0.01	2.4544486633	3.16539989902
C20422	alpha-D-Ribose_1-methylphosphonate_5-triphosphate	0.0	<0.01	6.29805400611	7.03079823439
C03492	D-4'-Phosphopantothenate	5.392	<0.01	-1.65323897724	-0.933568758865
C02457	Propane-1,3-diol	-5.248	<0.01	-7.85799075985	-6.10497852907
C06010	(S)-2-Acetolactate	0.0	<0.01	0.615922879323	1.3843855102
C00831	Pantetheine	5.459	<0.01	6.10497852907	7.85799075985
