Compound_code	Compound_name	Metabolite_score	Sim_Median	IQR_25	IQR_75	Lower_95_interval	Upper_95_interval	Relationshiop	Confidence
C00118	D-Glyceraldehyde_3-phosphate	4.145	0.0	-1.57575	2.8515	-0.0787307525636	0.142472309018	above	*
C06416	Precorrin_5	-1.585	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C11929	Perillyl-CoA	3.322	0.0	0.0	2.322	0.0	0.116016377885	above	*
C01346	dUDP	-1.0	0.0	-1.9055	0.415	-0.0952063772869	0.0207350546177	below	*
C11924	Perillic_acid	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C05750	3-Oxooctanoyl-[acp]	-2.907	0.0	-1.17	1.17	-0.0584578648259	0.0584578648259	below	*
C05751	trans-Oct-2-enoyl-[acp]	-0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C14145	(3S)-3-Hydroxyadipyl-CoA	2.807	0.0	0.0	2.322	0.0	0.116016377885	above	*
C05753	3-Oxodecanoyl-[acp]	-2.907	0.0	-1.17	1.17	-0.0584578648259	0.0584578648259	below	*
C05754	trans-Dec-2-enoyl-[acp]	-0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C05755	Decanoyl-[acp]	3.17	0.0	-1.585	1.0	-0.0791929194436	0.0499639870307	above	*
C05756	3-Oxododecanoyl-[acp]	-3.322	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	below	*
C05757	(R)-3-Hydroxydodecanoyl-[acp]	1.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	above	*
C05758	trans-Dodec-2-enoyl-[acp]	-0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C05759	3-Oxotetradecanoyl-[acp]	-3.322	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	below	*
C05811	2-Octaprenyl-6-hydroxyphenol	0.0	0.0	-2.585	0.0	-0.129156906474	0.0	none	n.s.
C05810	2-Octaprenylphenol	0.0	0.0	0.0	2.585	0.0	0.129156906474	none	n.s.
C00236	3-Phospho-D-glyceroyl_phosphate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00188	L-Threonine	3.481	0.058	0.0	2.6865	0.058	0.192228251158	above	*
C00189	Ethanolamine	2.737	0.737	0.0	3.01475	0.737	0.887628929901	above	*
C00186	(S)-Lactate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00185	Cellobiose	0.0	0.0	-2.0	0.0	-0.0999279740613	0.0	none	n.s.
C00183	L-Valine	3.459	0.0	0.0	2.322	0.0	0.116016377885	above	*
C00180	Benzoate	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C00181	D-Xylose	0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C02909	(2-Naphthyl)methanol	3.248	1.322	0.0	3.02175	1.322	1.47297867781	above	*
C00159	D-Mannose	1.807	1.907	0.322	3.913	1.89091159618	2.10250908125	below	*
C04216	all-trans-Heptaprenyl_diphosphate	-0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C04051	5-Amino-4-imidazolecarboxyamide	-2.0	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C00011	CO2	4.447	0.0	-1.77075	3.07675	-0.0884737300345	0.153726697097	above	*
C04352	(R)-4'-Phosphopantothenoyl-L-cysteine	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C02553	L-Seryl-tRNA(Ser)	-5.0	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C16348	cis-3-Chloroallyl_aldehyde	-1.511	0.0	-0.722	0.0	-0.0360739986361	0.0	below	*
C02946	4-Acetamidobutanoate	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C16586	2-Phenyl-1,3-propanediol_monocarbamate	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C05378	beta-D-Fructose_1,6-bisphosphate	1.663	0.0	-1.426	1.12875	-0.0712486455057	0.0563968503609	above	*
C00015	UDP	-2.719	0.0	-1.737	0.939	-0.0867874454723	0.0469161838218	below	*
C05100	3-Ureidoisobutyrate	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C06148	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00151	L-Amino_acid	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C05823	3-Mercaptolactate	0.0	0.0	-2.0	0.0	-0.0999279740613	0.0	none	n.s.
C02988	L-Histidyl-tRNA(His)	-1.585	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C16551	Alcophosphamide	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C06715	3-Oxopimeloyl-CoA	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C06714	3-Hydroxypimeloyl-CoA	-3.322	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C16466	7-Methyl-3-oxo-6-octenoyl-CoA	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C16219	3-Oxostearoyl-[acp]	-3.322	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	below	*
C09306	Sulfur_dioxide	-0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C00254	Prephenate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C16237	Protein_N6-(lipoyl)lysine	0.0	0.0	-2.0	0.0	-0.0999279740613	0.0	none	n.s.
C00931	Porphobilinogen	0.0	0.0	0.0	2.585	0.0	0.129156906474	none	n.s.
C04327	4-Methyl-5-(2-phosphoethyl)-thiazole	0.0	0.0	-2.503	1.222	-0.125059859538	0.0610559921515	none	n.s.
C16238	Lipoyl-AMP	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C18239	Precursor_Z	0.0	-1.0	-2.807	0.0	-1.1402489116	-1.0	above	*
C00446	alpha-D-Galactose_1-phosphate	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C00445	5,10-Methenyltetrahydrofolate	0.415	0.0	-1.0	1.0	-0.0499639870307	0.0499639870307	above	*
C01762	Xanthosine	1.459	1.17	0.0	3.087	1.17	1.32423882796	above	*
C00441	L-Aspartate_4-semialdehyde	4.222	0.0	-1.415	0.152	-0.0706990416484	0.00759452602866	above	*
C00440	5-Methyltetrahydrofolate	2.612	0.0	-0.348	0.0	-0.0173874674867	0.0	above	*
C04281	L-1-Pyrroline-3-hydroxy-5-carboxylate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00526	Deoxyuridine	0.0	0.0	-1.322	2.0425	-0.0660523908545	0.10205144351	none	n.s.
C00527	Glutaryl-CoA	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C11453	2-C-Methyl-D-erythritol_2,4-cyclodiphosphate	0.0	0.0	-1.17	1.17	-0.0584578648259	0.0584578648259	none	n.s.
C00522	(R)-Pantoate	0.0	0.0	-0.848	0.263	-0.042369461002	0.0131405285891	none	n.s.
C00448	trans,trans-Farnesyl_diphosphate	-0.585	0.0	0.0	1.17	0.0	0.0584578648259	below	*
C04882	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C01024	Hydroxymethylbilane	-0.0	0.0	-2.585	0.0	-0.129156906474	0.0	none	n.s.
C12739	5'-Deoxy-5-fluorouridine	-0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C00009	Orthophosphate	-0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C01909	Dethiobiotin	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00068	Thiamin_diphosphate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C04133	N-Acetyl-L-glutamate_5-phosphate	0.0	0.0	-1.322	1.737	-0.0660523908545	0.0867874454723	none	n.s.
C03838	5'-Phosphoribosylglycinamide	0.0	0.0	-1.0	1.585	-0.0499639870307	0.0791929194436	none	n.s.
C00288	HCO3-	0.0	1.907	0.322	3.7	1.89091159618	2.09186675201	below	*
C03722	Quinolinate	0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C05402	Melibiose	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C04619	(3R)-3-Hydroxydecanoyl-[acyl-carrier_protein]	0.585	0.0	-1.17	1.17	-0.0584578648259	0.0584578648259	above	*
C05404	D-Gal_alpha_1->6D-Gal_alpha_1->6D-Glucose	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C03939	Acetyl-[acyl-carrier_protein]	1.948	0.0	-0.778	0.0	-0.0388719819099	0.0	above	*
C00054	Adenosine_3',5'-bisphosphate	-2.322	0.0	-2.0	0.0	-0.0999279740613	0.0	below	*
C04039	2,3-Dihydroxy-3-methylbutanoate	0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C00627	Pyridoxine_phosphate	0.0	0.0	-2.0	0.0	-0.0999279740613	0.0	none	n.s.
C00459	dTTP	0.193	2.619	1.363	4.55	2.55089908568	2.84633614099	below	*
C01228	Guanosine_3',5'-bis(diphosphate)	0.0	0.0	-2.38775	0.0	-0.119301510032	0.0	none	n.s.
C00239	dCMP	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00725	Lipoate	0.0	0.0	0.0	2.0	0.0	0.0999279740613	none	n.s.
C00231	D-Xylulose_5-phosphate	-1.107	0.0	-2.009	0.0	-0.100377649945	0.0	below	*
C00232	Succinate_semialdehyde	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00233	4-Methyl-2-oxopentanoate	0.0	0.0	-2.0	0.0	-0.0999279740613	0.0	none	n.s.
C00234	10-Formyltetrahydrofolate	-2.08	0.0	-0.33	1.801	-0.0164881157201	0.0899851406422	below	*
C00235	Dimethylallyl_diphosphate	1.678	0.0	-1.263	0.678	-0.0631045156197	0.0338755832068	above	*
C01613	Stachyose	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C00237	CO	3.02	0.0	0.0	0.07375	0.0	0.00368484404351	above	*
C00010	CoA	1.0	0.0	-2.415	0.737	-0.120663028679	0.0368234584416	above	*
C00158	Citrate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00012	Peptide	6.15	0.0	0.0	2.322	0.0	0.116016377885	above	*
C00014	Ammonia	-1.843	-0.681	-3.455	0.3825	-0.853625575191	-0.661888774961	below	*
C05980	Cardiolipin	-1.0	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C00016	FAD	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00018	Pyridoxal_phosphate	0.0	0.0	-2.0	0.0	-0.0999279740613	0.0	none	n.s.
C00019	S-Adenosyl-L-methionine	-3.591	0.0	-1.459	0.263	-0.0728974570777	0.0131405285891	below	*
C00153	Nicotinamide	-2.17	-1.322	-3.248	0.0	-1.48428302988	-1.322	below	*
C00152	L-Asparagine	2.747	0.0	-0.515	1.837	-0.0257314533208	0.0917838441753	above	*
C00155	L-Homocysteine	0.0	-0.322	-2.768	1.0	-0.460300316101	-0.272036012969	above	*
C02835	Imidazole-4-acetate	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C05714	alpha-Aminopropiononitrile	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C05715	gamma-Amino-gamma-cyanobutanoate	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C05711	gamma-Glutamyl-beta-cyanoalanine	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C02713	N-Acetylmuramate	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C02336	beta-D-Fructose	0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C14108	4-Hydroxymethylsalicylaldehyde	-3.322	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C02331	Vinylacetyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00058	Formate	4.794	0.0	-0.322	2.17	-0.0160884038239	0.108421851857	above	*
C06320	Precorrin_6X	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C04620	(3R)-3-Hydroxyoctanoyl-[acyl-carrier_protein]	0.585	0.0	-1.17	1.17	-0.0584578648259	0.0584578648259	above	*
C00655	Xanthosine_5'-phosphate	3.096	0.0	-2.35075	0.28	-0.117452842512	0.0139899163686	above	*
C00301	ADP-ribose	0.0	0.0	0.0	2.0805	0.0	0.103950075017	none	n.s.
C00302	DL-Glutamate	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C00718	Amylose	0.0	0.0	0.0	0.585	0.0	0.0292289324129	none	n.s.
C02232	3-Oxoadipyl-CoA	-2.807	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C14089	1-Hydroxymethylnaphthalene	3.248	1.322	0.0	3.02175	1.322	1.47297867781	above	*
C14107	2-Hydroxy-4-hydroxymethylbenzalpyruvate	3.322	0.0	0.0	2.322	0.0	0.116016377885	above	*
C14086	2-Hydroxy-3-methylbenzalpyruvate	3.322	0.0	0.0	2.322	0.0	0.116016377885	above	*
C14087	3-Methylsalicylaldehyde	-3.322	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C17551	2-Polyprenyl-6-hydroxyphenol	0.0	0.0	-2.585	0.0	-0.129156906474	0.0	none	n.s.
C17556	di-trans,poly-cis-Undecaprenyl_phosphate	0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate	0.0	0.0	-0.585	0.585	-0.0292289324129	0.0292289324129	none	n.s.
C01127	4-Hydroxy-2-oxoglutarate	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C06188	Salicin_6-phosphate	1.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	above	*
C05665	3-Aminopropanal	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C03058	2-Hydroxyglutaryl-CoA	3.322	0.0	0.0	2.322	0.0	0.116016377885	above	*
C06186	Arbutin	0.0	1.0	0.0	3.087	1.0	1.15423882796	below	*
C06187	Arbutin_6-phosphate	0.0	0.0	-2.459	1.0	-0.122861444108	0.0499639870307	none	n.s.
C18902	Methylselenic_acid	2.807	0.0	0.0	2.322	0.0	0.116016377885	above	*
C03294	N-Formylmethionyl-tRNA	-1.585	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C02051	Lipoylprotein	-0.0	0.0	-1.0	2.322	-0.0499639870307	0.116016377885	none	n.s.
C03114	Dimethylbenzimidazole	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C06611	trans-3-Chloro-2-propene-1-ol	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C06612	cis-3-Chloro-2-propene-1-ol	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C04088	Octadecanoyl-[acyl-carrier_protein]	-1.0	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C06614	trans-3-Chloroacrylic_acid	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C06615	cis-3-Chloroacrylic_acid	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C06755	Chloroacetic_acid	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C06754	Chloroacetaldehyde	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00979	O-Acetyl-L-serine	0.0	0.459	0.0	2.426	0.459	0.580212632536	below	*
C00877	Crotonoyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C16273	3-Hydroxy-5-oxohexanoyl-CoA	0.0	0.0	-2.7	1.0	-0.134902764983	0.0499639870307	none	n.s.
C16272	3-Hydroxy-5-oxohexanoate	0.0	1.0	0.0	3.087	1.0	1.15423882796	below	*
C04246	But-2-enoyl-[acyl-carrier_protein]	-0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C00409	Methanethiol	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C03373	Aminoimidazole_ribotide	0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C16074	Phenylacetonitrile	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C04778	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole	0.0	0.0	-1.0	0.415	-0.0499639870307	0.0207350546177	none	n.s.
C00407	L-Isoleucine	4.248	0.0	0.0	2.0805	0.0	0.103950075017	above	*
C01401	Alanine	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C01151	D-Ribose_1,5-bisphosphate	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C06056	4-Hydroxy-L-threonine	0.0	0.0	-2.0	0.0	-0.0999279740613	0.0	none	n.s.
C06506	Adenosyl_cobyrinate_a,c_diamide	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C06055	O-Phospho-4-hydroxy-L-threonine	0.0	0.0	0.0	2.0	0.0	0.0999279740613	none	n.s.
C03479	Folinic_acid	0.0	0.0	0.0	2.0	0.0	0.0999279740613	none	n.s.
C01412	Butanal	4.248	0.0	0.0	2.585	0.0	0.129156906474	above	*
C06114	gamma-Glutamyl-beta-aminopropiononitrile	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C06508	Adenosyl_cobinamide	0.0	0.0	-1.585	2.0	-0.0791929194436	0.0999279740613	none	n.s.
C06509	Adenosyl_cobinamide_phosphate	0.0	0.0	0.0	0.415	0.0	0.0207350546177	none	n.s.
C09332	Tetrahydrofolyl-[Glu](2)	-0.0	0.0	-2.585	0.0	-0.129156906474	0.0	none	n.s.
C06032	D-erythro-3-Methylmalate	0.0	0.0	-1.474	0.152	-0.0736469168832	0.00759452602866	none	n.s.
C01157	Hydroxyproline	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C02576	Perillyl_aldehyde	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C03972	2,3,4,5-Tetrahydrodipicolinate	2.427	0.0	-0.553	0.553	-0.027630084828	0.027630084828	above	*
C03974	2-Acyl-sn-glycerol_3-phosphate	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C00577	D-Glyceraldehyde	-3.807	0.0	-1.0	1.585	-0.0499639870307	0.0791929194436	below	*
C01300	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine	0.0	0.0	-1.0805	2.7	-0.0539860879866	0.134902764983	none	n.s.
C00279	D-Erythrose_4-phosphate	-2.648	0.0	-2.2045	1.952	-0.110145609409	0.0975297026838	below	*
C13632	4,4'-Dihydroxy-alpha-methylstilbene	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C01304	2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	-0.0	0.0	-2.0	1.0	-0.0999279740613	0.0499639870307	none	n.s.
C01801	Deoxyribose	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C00275	D-Mannose_6-phosphate	-1.322	-0.903	-3.322	0.0	-1.06898036492	-0.903	below	*
C00270	N-Acetylneuraminate	6.459	0.0	0.0	2.322	0.0	0.116016377885	above	*
C00900	2-Acetolactate	0.0	0.0	-1.585	1.0	-0.0791929194436	0.0499639870307	none	n.s.
C00479	Propanal	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C00475	Cytidine	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C12215	Iminoerythrose_4-phosphate	-4.248	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C12214	Aminofructose_6-phosphate	4.248	0.0	0.0	2.322	0.0	0.116016377885	above	*
C00294	Inosine	1.737	0.0	-1.27025	2.503	-0.0634667545257	0.125059859538	above	*
C00295	Orotate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00357	N-Acetyl-D-glucosamine_6-phosphate	-2.0	0.0	-1.5235	1.6815	-0.0761201342412	0.0840144441921	below	*
C05698	Selenohomocysteine	0.0	0.0	-1.14625	1.585	-0.0572712201339	0.0791929194436	none	n.s.
C01267	3-(Imidazol-4-yl)-2-oxopropyl_phosphate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C00353	Geranylgeranyl_diphosphate	-2.322	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C00352	D-Glucosamine_6-phosphate	-2.07	0.0	-1.446	2.406	-0.0722479252463	0.120213352796	below	*
C00299	Uridine	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C02166	Leukotriene_C4	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C04666	D-erythro-1-(Imidazol-4-yl)glycerol_3-phosphate	0.0	0.0	-2.0	0.83	-0.0999279740613	0.0414701092354	none	n.s.
C01269	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	0.0	0.0	-0.585	0.585	-0.0292289324129	0.0292289324129	none	n.s.
C05979	Propane-1-ol	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C05898	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	-2.0	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C05893	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine	-2.0	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C05892	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C05596	p-Hydroxyphenylacetylglycine	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C01279	4-Amino-5-hydroxymethyl-2-methylpyrimidine	0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C04046	3-D-Glucosyl-1,2-diacylglycerol	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C05382	Sedoheptulose_7-phosphate	-2.791	0.0	-0.469	0.469	-0.0234331099174	0.0234331099174	below	*
C00120	Biotin	0.0	0.0	-0.415	1.0	-0.0207350546177	0.0499639870307	none	n.s.
C00121	D-Ribose	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C00122	Fumarate	-1.322	0.0	0.0	0.0	0.0	0.0	below	*
C00123	L-Leucine	3.7	0.0	0.0	2.322	0.0	0.116016377885	above	*
C00129	Isopentenyl_diphosphate	1.585	0.0	-1.17	0.585	-0.0584578648259	0.0292289324129	above	*
C15532	N-Acetyl-L-citrulline	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C11934	2-Hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA	-3.322	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C15973	Enzyme_N6-(dihydrolipoyl)lysine	0.0	1.1	0.0	2.844	1.1	1.24209757912	below	*
C03028	Thiamin_triphosphate	-1.0	0.0	-2.322	0.0	-0.116016377885	0.0	below	*
C05749	Hexanoyl-[acp]	3.17	0.0	-1.585	1.0	-0.0791929194436	0.0499639870307	above	*
C20589	D-Glucosaminate-6-phosphate	0.0	-2.0	-3.8135	-0.585	-2.19053766454	-1.97077106759	above	*
C05747	(R)-3-Hydroxyhexanoyl-[acp]	1.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	above	*
C05746	3-Oxohexanoyl-[acp]	-3.322	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	below	*
C05745	Butyryl-[acp]	3.17	0.0	-1.585	1.0	-0.0791929194436	0.0499639870307	above	*
C05744	Acetoacetyl-[acp]	-2.044	0.0	-1.907	0.6655	-0.0952813232675	0.0332510333689	below	*
C03150	Nicotinamide-beta-riboside	2.17	1.322	0.0	3.248	1.322	1.48428302988	above	*
C04618	(3R)-3-Hydroxybutanoyl-[acyl-carrier_protein]	0.263	0.0	-0.848	0.848	-0.042369461002	0.042369461002	above	*
C02091	(S)-Ureidoglycine	0.0	0.0	-2.38775	0.0	-0.119301510032	0.0	none	n.s.
C00726	Nitrile	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C00055	CMP	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C03539	S-Ribosyl-L-homocysteine	-1.0	0.0	-1.0	1.585	-0.0499639870307	0.0791929194436	below	*
C00199	D-Ribulose_5-phosphate	0.0	0.0	-0.637	1.9035	-0.0318270597385	0.0951064493129	none	n.s.
C00051	Glutathione	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C00052	UDP-alpha-D-galactose	0.193	0.0	-0.193	1.193	-0.00964304949692	0.0596070365276	above	*
C00194	Cobamide_coenzyme	-0.415	-1.0	-2.939	0.0	-1.14684415788	-1.0	above	*
C00197	3-Phospho-D-glycerate	2.679	0.0	-2.408	1.23225	-0.12031328077	0.0615681230185	above	*
C03785	D-Tagatose_1,6-bisphosphate	0.0	0.0	-2.3925	0.678	-0.119538838971	0.0338755832068	none	n.s.
C02714	N-Acetylputrescine	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C00192	Hydroxylamine	0.0	0.0	0.0	2.0	0.0	0.0999279740613	none	n.s.
C00354	D-Fructose_1,6-bisphosphate	-1.115	0.0	0.0	0.0	0.0	0.0	below	*
C01118	O-Succinyl-L-homoserine	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C01050	UDP-N-acetylmuramate	1.778	0.0	-1.363	1.363	-0.0681009143228	0.0681009143228	above	*
C04574	di-trans,poly-cis-Undecaprenyl_diphosphate	-1.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	below	*
C05130	Imidazole-4-acetaldehyde	0.0	0.0	0.0	2.322	0.0	0.116016377885	none	n.s.
C00206	dADP	6.804	0.0	-2.778	1.193	-0.138799955971	0.0596070365276	above	*
C06156	alpha-D-Glucosamine_1-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	none	n.s.
C04807	2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine	-0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C20423	alpha-D-Ribose_1-methylphosphonate_5-phosphate	0.0	0.0	-1.585	1.585	-0.0791929194436	0.0791929194436	none	n.s.
C20422	alpha-D-Ribose_1-methylphosphonate_5-triphosphate	0.0	-0.807	-3.248	0.0	-0.969283029876	-0.807	above	*
C03492	D-4'-Phosphopantothenate	-1.585	0.0	-2.0	1.585	-0.0999279740613	0.0791929194436	below	*
C02457	Propane-1,3-diol	0.0	0.0	-2.322	0.0	-0.116016377885	0.0	none	n.s.
C06010	(S)-2-Acetolactate	0.0	0.0	-1.0	0.415	-0.0499639870307	0.0207350546177	none	n.s.
C00831	Pantetheine	2.585	0.0	0.0	2.322	0.0	0.116016377885	above	*
