Compound_code	Compound_name	Metabolite_score	Significance	Lower_95_Confidence	Upper_95_Confidence
C03373	Aminoimidazole_ribotide	0.0	<0.01	-2.98023846482	-1.68513456612
C16074	Phenylacetonitrile	0.0	<0.01	3.7967675064	6.22997789582
C04778	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole	0.0	<0.01	0.886492876898	2.28635671871
C00407	L-Isoleucine	4.248	n.s.	3.7967675064	6.22997789582
C01401	Alanine	0.0	<0.01	-6.22997789582	-3.7967675064
C01151	D-Ribose_1,5-bisphosphate	0.0	<0.01	-6.22997789582	-3.7967675064
C06056	4-Hydroxy-L-threonine	0.0	<0.01	-6.22997789582	-3.7967675064
C06506	Adenosyl_cobyrinate_a,c_diamide	0.0	<0.01	0.0	0.0
C06055	O-Phospho-4-hydroxy-L-threonine	0.0	<0.01	3.7967675064	6.22997789582
C03479	Folinic_acid	0.0	<0.01	3.7967675064	6.22997789582
C01412	Butanal	4.248	n.s.	3.7967675064	6.22997789582
C06114	gamma-Glutamyl-beta-aminopropiononitrile	0.0	<0.01	-6.22997789582	-3.7967675064
C06508	Adenosyl_cobinamide	0.0	n.s.	-1.15864398266	0.157324884165
C06509	Adenosyl_cobinamide_phosphate	0.0	n.s.	-0.779527272727	0.772727272727
C09332	Tetrahydrofolyl-[Glu](2)	-0.0	<0.01	-6.22997789582	-3.7967675064
C06032	D-erythro-3-Methylmalate	0.0	<0.01	0.306030853298	1.72720182798
C01157	Hydroxyproline	0.0	<0.01	0.0	0.0
C02576	Perillyl_aldehyde	0.0	<0.01	3.7967675064	6.22997789582
C03972	2,3,4,5-Tetrahydrodipicolinate	2.427	<0.05	0.862586477225	2.32081139968
C03974	2-Acyl-sn-glycerol_3-phosphate	0.0	<0.01	-6.22997789582	-3.7967675064
C00577	D-Glyceraldehyde	-3.807	<0.01	-1.97333293271	-0.630719657431
C01300	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine	0.0	<0.01	1.68325679311	2.96495675847
C00279	D-Erythrose_4-phosphate	-2.648	<0.01	1.70141878017	2.95886543388
C13632	4,4'-Dihydroxy-alpha-methylstilbene	0.0	<0.01	0.0	0.0
C01304	2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	-0.0	<0.01	1.93430158104	3.25566302954
C01801	Deoxyribose	0.0	<0.01	3.7967675064	6.22997789582
C00275	D-Mannose_6-phosphate	-1.322	<0.01	3.03746679656	4.32961972312
C00270	N-Acetylneuraminate	6.459	<0.01	3.7967675064	6.22997789582
C00900	2-Acetolactate	0.0	<0.01	-3.91672273188	-2.61640338839
C00479	Propanal	0.0	<0.01	3.7967675064	6.22997789582
C00475	Cytidine	0.0	n.s.	-1.37442327445	0.343081392238
C12215	Iminoerythrose_4-phosphate	-4.248	n.s.	-6.22997789582	-3.7967675064
C12214	Aminofructose_6-phosphate	4.248	n.s.	3.7967675064	6.22997789582
C00294	Inosine	1.737	<0.01	2.69505775906	3.97855915525
C00295	Orotate	0.0	<0.01	0.0	0.0
C00357	N-Acetyl-D-glucosamine_6-phosphate	-2.0	<0.01	2.5925184843	3.96182140516
C05698	Selenohomocysteine	0.0	<0.01	0.344719456884	1.65901197297
C01267	3-(Imidazol-4-yl)-2-oxopropyl_phosphate	0.0	<0.01	-1.81313444147	-0.186865558532
C00353	Geranylgeranyl_diphosphate	-2.322	<0.01	-6.22997789582	-3.7967675064
C00352	D-Glucosamine_6-phosphate	-2.07	<0.01	0.944883664014	2.23584664084
C00299	Uridine	0.0	n.s.	-1.35046191267	0.335640338728
C02166	Leukotriene_C4	0.0	<0.01	3.7967675064	6.22997789582
C04666	D-erythro-1-(Imidazol-4-yl)glycerol_3-phosphate	0.0	<0.01	-1.65404349465	-0.329882370972
C01269	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	0.0	<0.01	-2.5786265494	-1.05218606224
C05979	Propane-1-ol	0.0	<0.01	-6.22997789582	-3.7967675064
C05898	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	-2.0	<0.01	-6.22997789582	-3.7967675064
C05893	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine	-2.0	<0.01	-6.22997789582	-3.7967675064
C05892	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	0.0	<0.01	3.7967675064	6.22997789582
C05596	p-Hydroxyphenylacetylglycine	0.0	<0.01	-6.22997789582	-3.7967675064
C01279	4-Amino-5-hydroxymethyl-2-methylpyrimidine	0.0	<0.01	-2.2329590547	-0.9370409453
C04046	3-D-Glucosyl-1,2-diacylglycerol	0.0	<0.01	0.0	0.0
C05382	Sedoheptulose_7-phosphate	-2.791	<0.01	-0.242464835935	1.23743317576
C00120	Biotin	0.0	<0.01	-0.702865900089	0.706248611369
C00121	D-Ribose	0.0	<0.01	3.7967675064	6.22997789582
C00122	Fumarate	-1.322	<0.01	-0.398365676231	1.43213882195
C00123	L-Leucine	3.7	<0.05	3.7967675064	6.22997789582
C00129	Isopentenyl_diphosphate	1.585	<0.01	-2.26998666667	-0.91282
C15532	N-Acetyl-L-citrulline	0.0	<0.01	3.7967675064	6.22997789582
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA	0.0	<0.01	0.0	0.0
C11934	2-Hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA	-3.322	<0.01	-6.22997789582	-3.7967675064
C15973	Enzyme_N6-(dihydrolipoyl)lysine	0.0	<0.01	5.3703932191	7.10746200893
C03028	Thiamin_triphosphate	-1.0	<0.01	-6.22997789582	-3.7967675064
C05749	Hexanoyl-[acp]	3.17	<0.01	-2.2426644461	-0.942151523901
C20589	D-Glucosaminate-6-phosphate	0.0	<0.01	-6.82192905877	-4.9692655838
C05747	(R)-3-Hydroxyhexanoyl-[acp]	1.0	<0.01	-2.25930736322	-0.932188923839
C05746	3-Oxohexanoyl-[acp]	-3.322	n.s.	-3.58859973557	-2.27212475362
C05745	Butyryl-[acp]	3.17	<0.01	-2.2426644461	-0.942151523901
C05744	Acetoacetyl-[acp]	-2.044	<0.05	-1.96576188387	-0.621145363978
C03150	Nicotinamide-beta-riboside	2.17	<0.01	5.03877327653	6.88366617897
C04618	(3R)-3-Hydroxybutanoyl-[acyl-carrier_protein]	0.263	<0.01	-2.31453775946	-0.873505323683
C02091	(S)-Ureidoglycine	0.0	<0.01	-6.22997789582	-3.7967675064
C00726	Nitrile	0.0	<0.01	3.7967675064	6.22997789582
C00055	CMP	0.0	<0.01	0.0	0.0
C03539	S-Ribosyl-L-homocysteine	-1.0	<0.01	-2.82697771067	-1.51072869852
C00199	D-Ribulose_5-phosphate	0.0	<0.01	0.335900666868	1.66659448801
C00051	Glutathione	0.0	<0.01	3.7967675064	6.22997789582
C00052	UDP-alpha-D-galactose	0.193	<0.01	1.9830691837	3.4366379003
C00194	Cobamide_coenzyme	-0.415	<0.01	-7.01488499181	-5.16940758194
C00197	3-Phospho-D-glycerate	2.679	<0.01	2.8220488421	4.15985108113
C03785	D-Tagatose_1,6-bisphosphate	0.0	<0.01	-2.96224620801	-1.68356637955
C02714	N-Acetylputrescine	0.0	<0.01	-6.22997789582	-3.7967675064
C00192	Hydroxylamine	0.0	<0.01	3.7967675064	6.22997789582
C00354	D-Fructose_1,6-bisphosphate	-1.115	<0.01	-0.855275141772	0.841141607182
C01118	O-Succinyl-L-homoserine	0.0	<0.01	0.0	0.0
C01050	UDP-N-acetylmuramate	1.778	<0.05	0.334337308446	1.68715723722
C04574	di-trans,poly-cis-Undecaprenyl_diphosphate	-1.0	n.s.	-1.15580571916	0.157558039056
C05130	Imidazole-4-acetaldehyde	0.0	<0.01	3.7967675064	6.22997789582
C00206	dADP	6.804	<0.01	1.81537247984	3.13805761481
C06156	alpha-D-Glucosamine_1-phosphate	0.0	<0.01	0.0	0.0
C04807	2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine	-0.0	<0.01	1.13731824262	2.45739444515
C20423	alpha-D-Ribose_1-methylphosphonate_5-phosphate	0.0	<0.01	-1.67686382373	-0.331519228018
C20422	alpha-D-Ribose_1-methylphosphonate_5-triphosphate	0.0	<0.01	3.25600268967	4.5380870167
C03492	D-4'-Phosphopantothenate	-1.585	<0.01	0.937851746453	2.25761327426
C02457	Propane-1,3-diol	0.0	<0.01	-6.22997789582	-3.7967675064
C06010	(S)-2-Acetolactate	0.0	<0.01	-3.53243207223	-2.12859487863
C00831	Pantetheine	2.585	<0.01	3.7967675064	6.22997789582
