Compound_code	Compound_name	Metabolite_score	Sim_Median	Sim_IQR_25	Sim_IQR_75	Sim_Lower_95_interval	Sim_Upper_95_interval	Significance
C05758	trans-Dodec-2-enoyl-[acp]	3.322	0.0	-4.7	4.755	-0.07426	0.075129	n.s.
C05759	3-Oxotetradecanoyl-[acp]	-4.459	0.0	-4.7	4.7	-0.07426	0.07426	n.s.
C05811	2-Octaprenyl-6-hydroxyphenol	-1.585	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C05810	2-Octaprenylphenol	1.585	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C00236	3-Phospho-D-glyceroyl_phosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00188	L-Threonine	5.555	2.605	-3.544	4.565	2.5490048	2.677127	n.s.
C00189	Ethanolamine	-2.807	3.369	-3.874	5.392	3.3077908	3.4541936	n.s.
C00186	(S)-Lactate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00185	Cellobiose	-1.0	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C00183	L-Valine	5.615	4.0	2.322	5.555	3.9633124	4.087769	n.s.
C00180	Benzoate	-5.129	-3.907	-5.524	-2.322	-3.9942792	-3.8703124	n.s.
C00181	D-Xylose	3.17	0.0	-4.644	4.524	-0.0733752	0.0714792	n.s.
C02909	(2-Naphthyl)methanol	5.741	4.555	3.392	5.883	4.5014064	4.6479514	n.s.
C00159	D-Mannose	6.29	5.055	4.087	5.989	4.9904254	5.1496262	n.s.
C04216	all-trans-Heptaprenyl_diphosphate	-2.0	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C04051	5-Amino-4-imidazolecarboxyamide	-4.0	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C00011	CO2	7.943	1.276	-4.0205	4.2985	1.2124761	1.3439163	*
C04352	(R)-4'-Phosphopantothenoyl-L-cysteine	0.0	0.0	-2.3925	2.263	-0.0378015	0.0357554	n.s.
C02553	L-Seryl-tRNA(Ser)	-5.426	-4.0	-5.585	-2.322	-4.088243	-3.9633124	n.s.
C16348	cis-3-Chloroallyl_aldehyde	-3.977	-0.848	-3.472	2.511	-0.9028576	-0.8083262	n.s.
C02946	4-Acetamidobutanoate	-0.0	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C16586	2-Phenyl-1,3-propanediol_monocarbamate	3.585	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C05378	beta-D-Fructose_1,6-bisphosphate	7.687	0.0	-4.285	4.254	-0.067703	0.0672132	*
C00015	UDP	-4.555	0.0	-3.816	3.866	-0.0602928	0.0610828	n.s.
C05100	3-Ureidoisobutyrate	-3.17	-4.0	-5.555	-2.322	-4.087769	-3.9633124	n.s.
C06148	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00151	L-Amino_acid	2.322	4.0	2.322	5.585	3.9633124	4.088243	n.s.
C05823	3-Mercaptolactate	-4.585	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C02988	L-Histidyl-tRNA(His)	-4.524	-4.0	-5.492	-2.322	-4.0867736	-3.9633124	n.s.
C16551	Alcophosphamide	-3.585	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C06715	3-Oxopimeloyl-CoA	1.585	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C06714	3-Hydroxypimeloyl-CoA	-6.248	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C16466	7-Methyl-3-oxo-6-octenoyl-CoA	0.0	-4.087	-5.555	-2.322	-4.174769	-4.0503124	n.s.
C16219	3-Oxostearoyl-[acp]	-4.459	0.0	-4.7	4.7	-0.07426	0.07426	n.s.
C09306	Sulfur_dioxide	-3.322	-4.0	-5.555	-2.322	-4.087769	-3.9633124	n.s.
C00254	Prephenate	0.0	0.0	-2.668	2.668	-0.0421544	0.0421544	n.s.
C16237	Protein_N6-(lipoyl)lysine	-4.392	-4.087	-5.524	-2.322	-4.1742792	-4.0503124	n.s.
C00931	Porphobilinogen	3.7	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C04327	4-Methyl-5-(2-phosphoethyl)-thiazole	0.0	-2.503	-5.115	4.415	-2.583817	-2.433243	n.s.
C16238	Lipoyl-AMP	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C18239	Precursor_Z	-3.087	-4.585	-5.845	-3.392	-4.677351	-4.5314064	n.s.
C00446	alpha-D-Galactose_1-phosphate	5.087	4.0	2.322	5.555	3.9633124	4.087769	n.s.
C00445	5,10-Methenyltetrahydrofolate	1.415	0.0	-4.115	4.222	-0.065017	0.0667076	n.s.
C01762	Xanthosine	4.714	4.492	3.248	5.768	4.4406816	4.5831344	n.s.
C00441	L-Aspartate_4-semialdehyde	6.966	-1.152	-4.134	3.598	-1.2173172	-1.0951516	*
C00440	5-Methyltetrahydrofolate	-2.596	0.0	-2.835	2.483	-0.044793	0.0392314	n.s.
C04281	L-1-Pyrroline-3-hydroxy-5-carboxylate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00526	Deoxyuridine	-2.807	2.459	-4.392	5.15	2.3896064	2.54037	n.s.
C00527	Glutaryl-CoA	-1.585	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C11453	2-C-Methyl-D-erythritol_2,4-cyclodiphosphate	0.585	0.0	-4.229	4.229	-0.0668182	0.0668182	n.s.
C00522	(R)-Pantoate	0.0	0.0	-3.907	3.907	-0.0617306	0.0617306	n.s.
C00448	trans,trans-Farnesyl_diphosphate	2.524	1.585	-3.248	4.15	1.5336816	1.65057	n.s.
C04882	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	2.807	0.0	-4.7	4.644	-0.07426	0.0733752	n.s.
C01024	Hydroxymethylbilane	-3.7	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C12739	5'-Deoxy-5-fluorouridine	-4.7	-4.0	-5.555	-2.322	-4.087769	-3.9633124	n.s.
C00009	Orthophosphate	-4.524	-4.0	-5.555	-2.322	-4.087769	-3.9633124	n.s.
C01909	Dethiobiotin	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00068	Thiamin_diphosphate	0.059	0.0	-2.7025	2.6155	-0.0426995	0.0413249	n.s.
C04133	N-Acetyl-L-glutamate_5-phosphate	0.0	0.0	-4.381	4.437	-0.0692198	0.0701046	n.s.
C03838	5'-Phosphoribosylglycinamide	-3.17	0.0	-4.585	4.807	-0.072443	0.0759506	n.s.
C00288	HCO3-	5.6	5.055	4.109	5.994	4.9900778	5.1497052	n.s.
C03722	Quinolinate	0.0	0.0	-4.644	4.585	-0.0733752	0.072443	n.s.
C05402	Melibiose	-0.0	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C04619	(3R)-3-Hydroxydecanoyl-[acyl-carrier_protein]	-2.755	0.0	-4.34	4.229	-0.068572	0.0668182	n.s.
C05404	D-Gal_alpha_1->6D-Gal_alpha_1->6D-Glucose	-0.0	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C03939	Acetyl-[acyl-carrier_protein]	3.532	0.0	-3.478	3.478	-0.0549524	0.0549524	n.s.
C00054	Adenosine_3',5'-bisphosphate	-4.524	-3.907	-5.492	-2.322	-3.9937736	-3.8703124	n.s.
C04039	2,3-Dihydroxy-3-methylbutanoate	1.585	0.0	-4.755	4.7	-0.075129	0.07426	n.s.
C00627	Pyridoxine_phosphate	-2.585	-3.907	-5.524	-2.322	-3.9942792	-3.8703124	n.s.
C00459	dTTP	3.515	5.301	4.568	5.984	5.2288256	5.3955472	*
C01228	Guanosine_3',5'-bis(diphosphate)	-1.0	-4.0	-5.585	-2.322	-4.088243	-3.9633124	n.s.
C00239	dCMP	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00725	Lipoate	4.392	4.087	2.322	5.524	4.0503124	4.1742792	n.s.
C00231	D-Xylulose_5-phosphate	-4.636	-2.022	-4.08775	2.948	-2.08658645	-1.9754216	n.s.
C00232	Succinate_semialdehyde	-5.575	0.0	-3.059	3.0	-0.0483322	0.0474	n.s.
C00233	4-Methyl-2-oxopentanoate	-0.0	-4.0	-5.585	-2.322	-4.088243	-3.9633124	n.s.
C00234	10-Formyltetrahydrofolate	-5.435	1.678	-3.386	4.09	1.6245012	1.742622	n.s.
C00235	Dimethylallyl_diphosphate	-2.0	0.0	-4.263	4.379	-0.0673554	0.0691882	n.s.
C01613	Stachyose	0.0	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C00237	CO	-3.183	0.0	-2.4825	2.498	-0.0392235	0.0394684	n.s.
C00010	CoA	-6.539	-2.585	-5.196	4.143	-2.6670968	-2.5195406	n.s.
C00158	Citrate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00012	Peptide	4.644	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C00014	Ammonia	-7.1	-3.32	-4.892	3.47125	-3.3972936	-3.26515425	*
C05980	Cardiolipin	-4.585	-4.0	-5.492	-2.322	-4.0867736	-3.9633124	n.s.
C00016	FAD	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00018	Pyridoxal_phosphate	-2.585	-3.907	-5.524	-2.322	-3.9942792	-3.8703124	n.s.
C00019	S-Adenosyl-L-methionine	-4.42	-0.202	-3.995	3.897	-0.265121	-0.1404274	n.s.
C00153	Nicotinamide	-4.426	-4.585	-5.886	-3.392	-4.6779988	-4.5314064	n.s.
C00152	L-Asparagine	3.402	1.652	-3.9105	4.532	1.5902141	1.7236056	n.s.
C00155	L-Homocysteine	0.0	-3.17	-5.257	4.109	-3.2530606	-3.1050778	n.s.
C02835	Imidazole-4-acetate	-0.0	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C05714	alpha-Aminopropiononitrile	5.129	3.907	2.322	5.524	3.8703124	3.9942792	n.s.
C05715	gamma-Amino-gamma-cyanobutanoate	5.129	3.907	2.322	5.524	3.8703124	3.9942792	n.s.
C05711	gamma-Glutamyl-beta-cyanoalanine	-2.322	-4.0	-5.585	-2.322	-4.088243	-3.9633124	n.s.
C02713	N-Acetylmuramate	4.0	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C02336	beta-D-Fructose	0.0	0.0	-4.644	4.644	-0.0733752	0.0733752	n.s.
C14108	4-Hydroxymethylsalicylaldehyde	-6.248	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C02331	Vinylacetyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00058	Formate	6.409	2.0	-4.0	4.75825	1.9368	2.07518035	n.s.
C06320	Precorrin_6X	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C04620	(3R)-3-Hydroxyoctanoyl-[acyl-carrier_protein]	-2.755	0.0	-4.34	4.229	-0.068572	0.0668182	n.s.
C00655	Xanthosine_5'-phosphate	2.757	-2.402	-4.558	3.532	-2.4740164	-2.3461944	n.s.
C00301	ADP-ribose	4.907	4.0	2.322	5.555	3.9633124	4.087769	n.s.
C00302	DL-Glutamate	-5.129	-3.907	-5.524	-2.322	-3.9942792	-3.8703124	n.s.
C00718	Amylose	-3.907	0.0	-3.59975	3.644	-0.05687605	0.0575752	n.s.
C02232	3-Oxoadipyl-CoA	-8.077	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	*
C14089	1-Hydroxymethylnaphthalene	5.741	4.555	3.392	5.883	4.5014064	4.6479514	n.s.
C14107	2-Hydroxy-4-hydroxymethylbenzalpyruvate	6.248	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C14086	2-Hydroxy-3-methylbenzalpyruvate	6.248	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C14087	3-Methylsalicylaldehyde	-6.248	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C17551	2-Polyprenyl-6-hydroxyphenol	-1.585	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C17556	di-trans,poly-cis-Undecaprenyl_phosphate	0.0	0.0	-4.755	4.644	-0.075129	0.0733752	n.s.
C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate	4.672	0.0	-3.7	3.644	-0.05846	0.0575752	n.s.
C01127	4-Hydroxy-2-oxoglutarate	5.728	4.0	2.322	5.555	3.9633124	4.087769	n.s.
C06188	Salicin_6-phosphate	6.768	0.0	-4.644	4.755	-0.0733752	0.075129	n.s.
C05665	3-Aminopropanal	0.0	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C03058	2-Hydroxyglutaryl-CoA	6.248	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C06186	Arbutin	4.358	4.615	3.392	5.87	4.5614064	4.707746	n.s.
C06187	Arbutin_6-phosphate	-1.807	-2.459	-5.109	4.285	-2.5397222	-2.391297	n.s.
C18902	Methylselenic_acid	8.353	4.0	2.322	5.555	3.9633124	4.087769	*
C03294	N-Formylmethionyl-tRNA	-3.7	-4.0	-5.615	-2.322	-4.088717	-3.9633124	n.s.
C02051	Lipoylprotein	-5.248	2.585	-4.248	5.17	2.5178816	2.666686	n.s.
C03114	Dimethylbenzimidazole	4.755	4.0	2.322	5.555	3.9633124	4.087769	n.s.
C06611	trans-3-Chloro-2-propene-1-ol	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C06612	cis-3-Chloro-2-propene-1-ol	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C04088	Octadecanoyl-[acyl-carrier_protein]	-5.17	-4.0	-5.585	-2.322	-4.088243	-3.9633124	n.s.
C06614	trans-3-Chloroacrylic_acid	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C06615	cis-3-Chloroacrylic_acid	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C06755	Chloroacetic_acid	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C06754	Chloroacetaldehyde	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00979	O-Acetyl-L-serine	3.34	4.396	3.044	5.658	4.3479048	4.4853964	n.s.
C00877	Crotonoyl-CoA	2.242	0.0	-2.346	1.746	-0.0370668	0.0275868	n.s.
C16273	3-Hydroxy-5-oxohexanoyl-CoA	-4.644	-2.459	-5.209	4.285	-2.5413022	-2.391297	n.s.
C16272	3-Hydroxy-5-oxohexanoate	4.807	4.585	3.392	5.898	4.5314064	4.6781884	n.s.
C04246	But-2-enoyl-[acyl-carrier_protein]	3.322	0.0	-4.7	4.755	-0.07426	0.075129	n.s.
C00409	Methanethiol	0.0	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C03373	Aminoimidazole_ribotide	-4.087	0.0	-4.524	4.7	-0.0714792	0.07426	n.s.
C16074	Phenylacetonitrile	5.129	3.907	2.322	5.524	3.8703124	3.9942792	n.s.
C04778	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole	-2.222	0.0	-4.17	3.939	-0.065886	0.0622362	n.s.
C00407	L-Isoleucine	6.087	4.0	2.322	5.585	3.9633124	4.088243	n.s.
C01401	Alanine	-5.129	-3.907	-5.524	-2.322	-3.9942792	-3.8703124	n.s.
C01151	D-Ribose_1,5-bisphosphate	-3.0	-4.0	-5.555	-2.322	-4.087769	-3.9633124	n.s.
C06056	4-Hydroxy-L-threonine	-1.585	-4.0	-5.615	-2.322	-4.088717	-3.9633124	n.s.
C06506	Adenosyl_cobyrinate_a,c_diamide	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C06055	O-Phospho-4-hydroxy-L-threonine	1.585	4.0	2.322	5.615	3.9633124	4.088717	n.s.
C03479	Folinic_acid	3.322	4.0	2.322	5.585	3.9633124	4.088243	n.s.
C01412	Butanal	6.57	4.0	2.322	5.555	3.9633124	4.087769	n.s.
C06114	gamma-Glutamyl-beta-aminopropiononitrile	-2.322	-4.0	-5.585	-2.322	-4.088243	-3.9633124	n.s.
C06508	Adenosyl_cobinamide	4.17	0.0	-4.644	4.585	-0.0733752	0.072443	n.s.
C06509	Adenosyl_cobinamide_phosphate	2.585	0.0	-3.059	3.0	-0.0483322	0.0474	n.s.
C09332	Tetrahydrofolyl-[Glu](2)	-3.459	-3.907	-5.524	-2.322	-3.9942792	-3.8703124	n.s.
C06032	D-erythro-3-Methylmalate	0.0	-1.737	-4.322	3.578	-1.8052876	-1.6804676	n.s.
C01157	Hydroxyproline	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02576	Perillyl_aldehyde	0.0	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C03972	2,3,4,5-Tetrahydrodipicolinate	2.874	0.0	-3.722	3.553	-0.0588076	0.0561374	n.s.
C03974	2-Acyl-sn-glycerol_3-phosphate	-1.585	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C00577	D-Glyceraldehyde	-8.344	0.0	-4.644	4.585	-0.0733752	0.072443	*
C01300	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine	2.0	2.585	-4.392	5.229	2.5156064	2.6676182	n.s.
C00279	D-Erythrose_4-phosphate	3.003	0.0	-4.767	4.826	-0.0753186	0.0762508	n.s.
C13632	4,4'-Dihydroxy-alpha-methylstilbene	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C01304	2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	0.0	0.0	-4.644	4.644	-0.0733752	0.0733752	n.s.
C01801	Deoxyribose	0.0	4.043	2.322	5.585	4.0063124	4.131243	n.s.
C00275	D-Mannose_6-phosphate	-6.195	-3.585	-5.384	3.907	-3.6700672	-3.5232694	n.s.
C00270	N-Acetylneuraminate	1.585	4.0	2.322	5.555	3.9633124	4.087769	n.s.
C00900	2-Acetolactate	0.0	0.0	-4.644	4.7	-0.0733752	0.07426	n.s.
C00479	Propanal	2.322	3.907	2.322	5.524	3.8703124	3.9942792	n.s.
C00475	Cytidine	0.0	0.0	-2.26425	2.006	-0.03577515	0.0316948	n.s.
C12215	Iminoerythrose_4-phosphate	-7.426	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C12214	Aminofructose_6-phosphate	7.426	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C00294	Inosine	4.369	2.322	-4.415	5.087	2.252243	2.4023746	n.s.
C00295	Orotate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00357	N-Acetyl-D-glucosamine_6-phosphate	-7.94	0.0	-4.459	4.17	-0.0704522	0.065886	*
C05698	Selenohomocysteine	-0.0	0.0	-4.7	4.7	-0.07426	0.07426	n.s.
C01267	3-(Imidazol-4-yl)-2-oxopropyl_phosphate	0.0	0.0	-2.794	2.794	-0.0441452	0.0441452	n.s.
C00353	Geranylgeranyl_diphosphate	-3.17	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C00352	D-Glucosamine_6-phosphate	-5.326	0.138	-4.44	4.597	0.067848	0.2106326	n.s.
C00299	Uridine	-1.788	0.0	-2.241	2.241	-0.0354078	0.0354078	n.s.
C02166	Leukotriene_C4	2.322	4.0	2.322	5.585	3.9633124	4.088243	n.s.
C04666	D-erythro-1-(Imidazol-4-yl)glycerol_3-phosphate	0.0	-2.29	-4.98	4.152	-2.368684	-2.2243984	n.s.
C01269	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	0.0	0.0	-3.7	3.585	-0.05846	0.056643	n.s.
C05979	Propane-1-ol	-2.322	-3.907	-5.524	-2.322	-3.9942792	-3.8703124	n.s.
C05898	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	-5.833	-4.0	-5.555	-2.322	-4.087769	-3.9633124	n.s.
C05893	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine	-5.833	-4.0	-5.555	-2.322	-4.087769	-3.9633124	n.s.
C05892	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	4.087	3.907	2.322	5.524	3.8703124	3.9942792	n.s.
C05596	p-Hydroxyphenylacetylglycine	-1.585	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C01279	4-Amino-5-hydroxymethyl-2-methylpyrimidine	-0.0	0.0	-4.644	4.644	-0.0733752	0.0733752	n.s.
C04046	3-D-Glucosyl-1,2-diacylglycerol	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05382	Sedoheptulose_7-phosphate	-5.961	0.0	-3.528	3.585	-0.0557424	0.056643	n.s.
C00120	Biotin	0.0	0.0	-4.115	4.0	-0.065017	0.0632	n.s.
C00121	D-Ribose	0.0	4.043	2.322	5.585	4.0063124	4.131243	n.s.
C00122	Fumarate	-0.628	0.0	-0.862	1.628	-0.0136196	0.0257224	n.s.
C00123	L-Leucine	5.209	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C00129	Isopentenyl_diphosphate	-1.907	0.0	-4.17	4.285	-0.065886	0.067703	n.s.
C15532	N-Acetyl-L-citrulline	1.0	4.0	2.322	5.555	3.9633124	4.087769	n.s.
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C11934	2-Hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA	-6.248	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C15973	Enzyme_N6-(dihydrolipoyl)lysine	5.038	4.568	3.402	5.876	4.5142484	4.6608408	n.s.
C03028	Thiamin_triphosphate	-4.0	-4.0	-5.524	-2.322	-4.0872792	-3.9633124	n.s.
C05749	Hexanoyl-[acp]	4.392	0.0	-4.7	4.7	-0.07426	0.07426	n.s.
C20589	D-Glucosaminate-6-phosphate	-0.585	-5.066	-6.006	-4.109	-5.1608948	-5.0010778	*
C05747	(R)-3-Hydroxyhexanoyl-[acp]	-3.17	0.0	-4.755	4.644	-0.075129	0.0733752	n.s.
C05746	3-Oxohexanoyl-[acp]	-4.459	0.0	-4.7	4.7	-0.07426	0.07426	n.s.
C05745	Butyryl-[acp]	4.392	0.0	-4.7	4.7	-0.07426	0.07426	n.s.
C05744	Acetoacetyl-[acp]	-2.672	-2.17	-4.735	3.977	-2.244813	-2.1071634	n.s.
C03150	Nicotinamide-beta-riboside	4.426	4.585	3.392	5.886	4.5314064	4.6779988	n.s.
C04618	(3R)-3-Hydroxybutanoyl-[acyl-carrier_protein]	-2.433	0.0	-4.018	3.907	-0.0634844	0.0617306	n.s.
C02091	(S)-Ureidoglycine	-3.807	-4.0	-5.585	-2.322	-4.088243	-3.9633124	n.s.
C00726	Nitrile	5.129	3.907	2.322	5.524	3.8703124	3.9942792	n.s.
C00055	CMP	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C03539	S-Ribosyl-L-homocysteine	-3.7	0.0	-4.7	4.585	-0.07426	0.072443	n.s.
C00199	D-Ribulose_5-phosphate	-3.962	1.98	-3.89375	4.7845	1.91847875	2.0555951	n.s.
C00051	Glutathione	2.322	4.0	2.322	5.585	3.9633124	4.088243	n.s.
C00052	UDP-alpha-D-galactose	-3.193	0.0	-3.893	3.837	-0.0615094	0.0606246	n.s.
C00194	Cobamide_coenzyme	-3.503	-4.585	-5.85	-3.369	-4.67743	-4.5317698	n.s.
C00197	3-Phospho-D-glycerate	-0.962	-2.013	-4.7	4.2205	-2.08726	-1.9463161	n.s.
C03785	D-Tagatose_1,6-bisphosphate	5.186	-2.07	-4.963	4.472	-2.1484154	-1.9993424	n.s.
C02714	N-Acetylputrescine	-3.907	-4.0	-5.555	-2.322	-4.087769	-3.9633124	n.s.
C00192	Hydroxylamine	3.17	4.0	2.322	5.615	3.9633124	4.088717	n.s.
C00354	D-Fructose_1,6-bisphosphate	-5.644	0.0	-2.059	2.059	-0.0325322	0.0325322	*
C01118	O-Succinyl-L-homoserine	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C01050	UDP-N-acetylmuramate	4.865	0.0	-4.421	4.421	-0.0698518	0.0698518	n.s.
C04574	di-trans,poly-cis-Undecaprenyl_diphosphate	-3.807	0.0	-4.644	4.644	-0.0733752	0.0733752	n.s.
C05130	Imidazole-4-acetaldehyde	0.0	4.0	2.322	5.524	3.9633124	4.0872792	n.s.
C00206	dADP	7.275	-3.051	-5.1	3.747	-3.13158	-2.9917974	*
C06156	alpha-D-Glucosamine_1-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C04807	2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine	2.0	0.0	-4.755	4.585	-0.075129	0.072443	n.s.
C20423	alpha-D-Ribose_1-methylphosphonate_5-phosphate	0.0	0.0	-4.7	4.644	-0.07426	0.0733752	n.s.
C20422	alpha-D-Ribose_1-methylphosphonate_5-triphosphate	0.0	-3.672	-5.384	3.807	-3.7570672	-3.6118494	n.s.
C03492	D-4'-Phosphopantothenate	1.585	0.0	-4.71375	4.585	-0.07447725	0.072443	n.s.
C02457	Propane-1,3-diol	-2.322	-3.907	-5.524	-2.322	-3.9942792	-3.8703124	n.s.
C06010	(S)-2-Acetolactate	0.0	0.0	-4.059	4.115	-0.0641322	0.065017	n.s.
C00831	Pantetheine	4.585	4.0	2.322	5.555	3.9633124	4.087769	n.s.
