Compound_code	Compound_name	Metabolite_score	Sim_Median	Sim_IQR_25	Sim_IQR_75	Sim_Lower_95_interval	Sim_Upper_95_interval	Significance
C05755	Decanoyl-[acp]	6.741	0.0	-5.781	5.883	-0.0913398	0.0929514	n.s.
C05756	3-Oxododecanoyl-[acp]	-6.87	0.0	-5.858	5.883	-0.0925564	0.0929514	n.s.
C05757	(R)-3-Hydroxydodecanoyl-[acp]	-6.728	0.0	-5.883	5.807	-0.0929514	0.0917506	n.s.
C05758	trans-Dodec-2-enoyl-[acp]	6.858	0.0	-5.728	5.833	-0.0905024	0.0921614	n.s.
C05759	3-Oxotetradecanoyl-[acp]	-6.87	0.0	-5.858	5.883	-0.0925564	0.0929514	n.s.
C05811	2-Octaprenyl-6-hydroxyphenol	-3.7	-5.17	-6.7	-3.459	-5.27586	-5.1153478	n.s.
C05810	2-Octaprenylphenol	3.7	5.17	3.459	6.7	5.1153478	5.27586	n.s.
C00236	3-Phospho-D-glyceroyl_phosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00188	L-Threonine	6.418	3.737	-4.639	5.6875	3.6637038	3.8268625	n.s.
C00189	Ethanolamine	5.0	4.392	-5.25125	6.398	4.30903025	4.4930884	n.s.
C00186	(S)-Lactate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00185	Cellobiose	-3.322	-5.209	-6.658	-3.459	-5.3141964	-5.1543478	n.s.
C00183	L-Valine	7.14	5.17	3.459	6.644	5.1153478	5.2749752	n.s.
C00180	Benzoate	-5.459	-5.17	-6.714	-3.459	-5.2760812	-5.1153478	n.s.
C00181	D-Xylose	5.17	0.0	-5.807	5.977	-0.0917506	0.0944366	n.s.
C02909	(2-Naphthyl)methanol	9.567	5.781	4.615	6.919	5.708083	5.8903202	*
C00159	D-Mannose	6.801	6.16	5.285	7.15	6.076497	6.27297	n.s.
C04216	all-trans-Heptaprenyl_diphosphate	-4.248	-5.17	-6.658	-3.459	-5.2751964	-5.1153478	n.s.
C04051	5-Amino-4-imidazolecarboxyamide	-6.0	-5.17	-6.714	-3.459	-5.2760812	-5.1153478	n.s.
C00011	CO2	8.05	2.535	-5.081	5.45425	2.4547202	2.62117715	*
C04352	(R)-4'-Phosphopantothenoyl-L-cysteine	-1.379	0.0	-3.485	3.459	-0.055063	0.0546522	n.s.
C02553	L-Seryl-tRNA(Ser)	-7.129	-5.17	-6.714	-3.459	-5.2760812	-5.1153478	n.s.
C16348	cis-3-Chloroallyl_aldehyde	-7.817	-1.963	-4.482	3.655	-2.0338156	-1.905251	*
C02946	4-Acetamidobutanoate	-2.807	-5.17	-6.644	-3.459	-5.2749752	-5.1153478	n.s.
C16586	2-Phenyl-1,3-propanediol_monocarbamate	5.087	5.209	3.585	6.687	5.152357	5.3146546	n.s.
C05378	beta-D-Fructose_1,6-bisphosphate	8.479	0.0	-5.505	5.389	-0.086979	0.0851462	*
C00015	UDP	-5.786	-1.222	-5.059	4.858	-1.3019322	-1.1452436	n.s.
C05100	3-Ureidoisobutyrate	-2.585	-5.17	-6.7	-3.322	-5.27586	-5.1175124	n.s.
C06148	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00151	L-Amino_acid	3.459	5.17	3.459	6.714	5.1153478	5.2760812	n.s.
C05823	3-Mercaptolactate	-4.17	-5.17	-6.7	-3.459	-5.27586	-5.1153478	n.s.
C02988	L-Histidyl-tRNA(His)	-6.15	-5.209	-6.714	-3.459	-5.3150812	-5.1543478	n.s.
C16551	Alcophosphamide	-5.087	-5.209	-6.687	-3.585	-5.3146546	-5.152357	n.s.
C06715	3-Oxopimeloyl-CoA	3.17	5.17	3.459	6.687	5.1153478	5.2756546	n.s.
C06714	3-Hydroxypimeloyl-CoA	-6.539	-5.209	-6.714	-3.459	-5.3150812	-5.1543478	n.s.
C16466	7-Methyl-3-oxo-6-octenoyl-CoA	0.0	-5.17	-6.658	-3.459	-5.2751964	-5.1153478	n.s.
C16219	3-Oxostearoyl-[acp]	-6.87	0.0	-5.858	5.883	-0.0925564	0.0929514	n.s.
C09306	Sulfur_dioxide	-5.392	-5.17	-6.658	-3.459	-5.2751964	-5.1153478	n.s.
C00254	Prephenate	0.0	0.0	-3.826	3.826	-0.0604508	0.0604508	n.s.
C16237	Protein_N6-(lipoyl)lysine	-5.129	-5.17	-6.687	-3.459	-5.2756546	-5.1153478	n.s.
C00931	Porphobilinogen	5.248	5.209	3.459	6.714	5.1543478	5.3150812	n.s.
C04327	4-Methyl-5-(2-phosphoethyl)-thiazole	0.0	-3.544	-6.183	5.5055	-3.6416914	-3.4570131	n.s.
C16238	Lipoyl-AMP	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C18239	Precursor_Z	-4.615	-5.755	-6.913	-4.615	-5.8642254	-5.682083	n.s.
C00446	alpha-D-Galactose_1-phosphate	4.459	5.17	3.459	6.658	5.1153478	5.2751964	n.s.
C00445	5,10-Methenyltetrahydrofolate	4.663	0.0	-5.196	5.298	-0.0820968	0.0837084	n.s.
C01762	Xanthosine	6.977	5.687	4.459	6.901	5.6165478	5.7960358	n.s.
C00441	L-Aspartate_4-semialdehyde	7.368	-2.322	-5.302	4.773	-2.4057716	-2.2465866	n.s.
C00440	5-Methyltetrahydrofolate	-2.495	-0.807	-3.92675	3.468	-0.86904265	-0.7522056	n.s.
C04281	L-1-Pyrroline-3-hydroxy-5-carboxylate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00526	Deoxyuridine	-1.585	3.644	-5.476	6.238	3.5574792	3.7425604	n.s.
C00527	Glutaryl-CoA	-3.17	-5.17	-6.687	-3.459	-5.2756546	-5.1153478	n.s.
C11453	2-C-Methyl-D-erythritol_2,4-cyclodiphosphate	-1.585	0.0	-5.392	5.468	-0.0851936	0.0863944	n.s.
C00522	(R)-Pantoate	2.585	0.0	-5.018	5.096	-0.0792844	0.0805168	n.s.
C00448	trans,trans-Farnesyl_diphosphate	4.672	2.459	-4.539	5.129	2.3872838	2.5400382	n.s.
C04882	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	4.322	0.0	-5.883	5.907	-0.0929514	0.0933306	n.s.
C01024	Hydroxymethylbilane	-5.248	-5.209	-6.714	-3.459	-5.3150812	-5.1543478	n.s.
C12739	5'-Deoxy-5-fluorouridine	-5.644	-5.209	-6.714	-3.459	-5.3150812	-5.1543478	n.s.
C00009	Orthophosphate	-6.109	-5.209	-6.728	-3.459	-5.3153024	-5.1543478	n.s.
C01909	Dethiobiotin	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00068	Thiamin_diphosphate	1.868	0.0	-3.72725	3.79325	-0.05889055	0.05993335	n.s.
C04133	N-Acetyl-L-glutamate_5-phosphate	0.0	0.0	-5.62	5.57	-0.088796	0.088006	n.s.
C03838	5'-Phosphoribosylglycinamide	-4.17	0.0	-5.728	5.931	-0.0905024	0.0937098	n.s.
C00288	HCO3-	7.979	6.155	5.267	7.119	6.0717814	6.2674802	n.s.
C03722	Quinolinate	-0.0	0.0	-5.858	5.858	-0.0925564	0.0925564	n.s.
C05402	Melibiose	-0.0	-5.209	-6.714	-3.459	-5.3150812	-5.1543478	n.s.
C04619	(3R)-3-Hydroxydecanoyl-[acyl-carrier_protein]	-6.313	0.0	-5.468	5.392	-0.0863944	0.0851936	n.s.
C05404	D-Gal_alpha_1->6D-Gal_alpha_1->6D-Glucose	-0.0	-5.209	-6.714	-3.459	-5.3150812	-5.1543478	n.s.
C03939	Acetyl-[acyl-carrier_protein]	5.876	0.0	-4.61	4.61	-0.072838	0.072838	n.s.
C00054	Adenosine_3',5'-bisphosphate	-4.907	-5.129	-6.644	-3.322	-5.2339752	-5.0765124	n.s.
C04039	2,3-Dihydroxy-3-methylbutanoate	-0.0	0.0	-5.7	5.858	-0.09006	0.0925564	n.s.
C00627	Pyridoxine_phosphate	-4.7	-5.209	-6.658	-3.459	-5.3141964	-5.1543478	n.s.
C00459	dTTP	4.8	6.395	5.644	7.11	6.3058248	6.507338	n.s.
C01228	Guanosine_3',5'-bis(diphosphate)	-3.322	-5.209	-6.714	-3.585	-5.3150812	-5.152357	n.s.
C00239	dCMP	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00725	Lipoate	5.129	5.17	3.459	6.687	5.1153478	5.2756546	n.s.
C00231	D-Xylulose_5-phosphate	-5.817	-3.158	-5.18225	4.01925	-3.23987955	-3.09449585	n.s.
C00232	Succinate_semialdehyde	-5.492	0.0	-4.298	4.248	-0.0679084	0.0671184	n.s.
C00233	4-Methyl-2-oxopentanoate	0.0	-5.209	-6.658	-3.459	-5.3141964	-5.1543478	n.s.
C00234	10-Formyltetrahydrofolate	-4.722	2.678	-4.543	5.184	2.6062206	2.7599072	n.s.
C00235	Dimethylallyl_diphosphate	-3.585	0.0	-5.485	5.511	-0.086663	0.0870738	n.s.
C01613	Stachyose	0.0	5.209	3.459	6.714	5.1543478	5.3150812	n.s.
C00237	CO	-4.748	0.0	-3.626	3.52725	-0.0572908	0.05573055	n.s.
C00010	CoA	-7.615	-3.773	-6.235	5.448	-3.871513	-3.6869216	n.s.
C00158	Citrate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00012	Peptide	6.066	5.209	3.459	6.714	5.1543478	5.3150812	n.s.
C00014	Ammonia	-6.976	-4.319	-5.99125	4.8535	-4.41366175	-4.2423147	n.s.
C05980	Cardiolipin	-5.672	-5.17	-6.644	-3.459	-5.2749752	-5.1153478	n.s.
C00016	FAD	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00018	Pyridoxal_phosphate	-4.7	-5.209	-6.658	-3.459	-5.3141964	-5.1543478	n.s.
C00019	S-Adenosyl-L-methionine	-5.754	-1.963	-5.289	4.888	-2.0465662	-1.8857696	n.s.
C00153	Nicotinamide	-7.418	-5.781	-6.895	-4.585	-5.889941	-5.708557	n.s.
C00152	L-Asparagine	6.12	2.948	-5.057	5.676	2.8680994	3.0376808	n.s.
C00155	L-Homocysteine	2.644	-4.383	-6.388	5.19	-4.4839304	-4.300998	n.s.
C02835	Imidazole-4-acetate	-2.807	-5.17	-6.644	-3.459	-5.2749752	-5.1153478	n.s.
C05714	alpha-Aminopropiononitrile	5.459	5.17	3.459	6.714	5.1153478	5.2760812	n.s.
C05715	gamma-Amino-gamma-cyanobutanoate	5.459	5.17	3.459	6.714	5.1153478	5.2760812	n.s.
C05711	gamma-Glutamyl-beta-cyanoalanine	-3.459	-5.17	-6.714	-3.459	-5.2760812	-5.1153478	n.s.
C02713	N-Acetylmuramate	2.0	5.17	3.459	6.714	5.1153478	5.2760812	n.s.
C02336	beta-D-Fructose	2.0	0.0	-5.883	5.858	-0.0929514	0.0925564	n.s.
C14108	4-Hydroxymethylsalicylaldehyde	-6.539	-5.209	-6.714	-3.459	-5.3150812	-5.1543478	n.s.
C02331	Vinylacetyl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00058	Formate	7.607	3.129	-5.055	5.788	3.049131	3.2204504	n.s.
C06320	Precorrin_6X	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C04620	(3R)-3-Hydroxyoctanoyl-[acyl-carrier_protein]	-6.313	0.0	-5.468	5.392	-0.0863944	0.0851936	n.s.
C00655	Xanthosine_5'-phosphate	-3.732	-3.505	-5.68925	4.75125	-3.59489015	-3.42993025	n.s.
C00301	ADP-ribose	6.409	5.209	3.585	6.728	5.152357	5.3153024	n.s.
C00302	DL-Glutamate	-5.459	-5.17	-6.714	-3.459	-5.2760812	-5.1153478	n.s.
C00718	Amylose	-3.755	0.0	-4.807	4.858	-0.0759506	0.0767564	n.s.
C02232	3-Oxoadipyl-CoA	-9.264	-5.248	-6.7035	-3.585	-5.3539153	-5.191357	*
C14089	1-Hydroxymethylnaphthalene	9.567	5.781	4.615	6.919	5.708083	5.8903202	*
C14107	2-Hydroxy-4-hydroxymethylbenzalpyruvate	6.539	5.209	3.459	6.714	5.1543478	5.3150812	n.s.
C14086	2-Hydroxy-3-methylbenzalpyruvate	6.539	5.209	3.459	6.714	5.1543478	5.3150812	n.s.
C14087	3-Methylsalicylaldehyde	-6.539	-5.209	-6.714	-3.459	-5.3150812	-5.1543478	n.s.
C17551	2-Polyprenyl-6-hydroxyphenol	-3.7	-5.17	-6.7	-3.459	-5.27586	-5.1153478	n.s.
C17556	di-trans,poly-cis-Undecaprenyl_phosphate	-4.17	0.0	-5.858	5.883	-0.0925564	0.0929514	n.s.
C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate	1.585	0.0	-4.907	4.833	-0.0775306	0.0763614	n.s.
C01127	4-Hydroxy-2-oxoglutarate	3.459	5.209	3.459	6.714	5.1543478	5.3150812	n.s.
C06188	Salicin_6-phosphate	6.508	0.0	-5.833	5.755	-0.0921614	0.090929	n.s.
C05665	3-Aminopropanal	2.807	5.17	3.459	6.644	5.1153478	5.2749752	n.s.
C03058	2-Hydroxyglutaryl-CoA	6.539	5.209	3.459	6.714	5.1543478	5.3150812	n.s.
C06186	Arbutin	1.0	5.781	4.615	6.954	5.708083	5.8908732	*
C06187	Arbutin_6-phosphate	5.044	-3.644	-6.248	5.459	-3.7427184	-3.5577478	n.s.
C18902	Methylselenic_acid	9.409	5.209	3.459	6.714	5.1543478	5.3150812	*
C03294	N-Formylmethionyl-tRNA	-5.524	-5.17	-6.714	-3.459	-5.2760812	-5.1153478	n.s.
C02051	Lipoylprotein	-5.358	3.585	-5.539	6.18	3.4974838	3.682644	n.s.
C03114	Dimethylbenzimidazole	6.392	5.17	3.459	6.687	5.1153478	5.2756546	n.s.
C06611	trans-3-Chloro-2-propene-1-ol	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C06612	cis-3-Chloro-2-propene-1-ol	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C04088	Octadecanoyl-[acyl-carrier_protein]	-7.508	-5.209	-6.7	-3.459	-5.31486	-5.1543478	n.s.
C06614	trans-3-Chloroacrylic_acid	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C06615	cis-3-Chloroacrylic_acid	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C06755	Chloroacetic_acid	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C06754	Chloroacetaldehyde	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00979	O-Acetyl-L-serine	2.781	5.547	4.209	6.775	5.4804978	5.654045	n.s.
C00877	Crotonoyl-CoA	5.152	-0.357	-3.44425	3.059	-0.41141915	-0.3086678	n.s.
C16273	3-Hydroxy-5-oxohexanoyl-CoA	3.17	-3.755	-6.209	5.443	-3.8531022	-3.6690006	n.s.
C16272	3-Hydroxy-5-oxohexanoate	0.0	5.781	4.644	6.919	5.7076248	5.8903202	*
C04246	But-2-enoyl-[acyl-carrier_protein]	6.858	0.0	-5.728	5.833	-0.0905024	0.0921614	n.s.
C00409	Methanethiol	-0.0	-5.17	-6.687	-3.459	-5.2756546	-5.1153478	n.s.
C03373	Aminoimidazole_ribotide	-5.672	0.0	-5.858	5.833	-0.0925564	0.0921614	n.s.
C16074	Phenylacetonitrile	5.459	5.17	3.459	6.714	5.1153478	5.2760812	n.s.
C04778	N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole	-3.585	0.0	-5.248	5.222	-0.0829184	0.0825076	n.s.
C00407	L-Isoleucine	7.418	5.209	3.459	6.7	5.1543478	5.31486	n.s.
C01401	Alanine	-5.459	-5.17	-6.714	-3.459	-5.2760812	-5.1153478	n.s.
C01151	D-Ribose_1,5-bisphosphate	-4.248	-5.17	-6.658	-3.459	-5.2751964	-5.1153478	n.s.
C06056	4-Hydroxy-L-threonine	-3.17	-5.17	-6.714	-3.459	-5.2760812	-5.1153478	n.s.
C06506	Adenosyl_cobyrinate_a,c_diamide	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C06055	O-Phospho-4-hydroxy-L-threonine	3.17	5.17	3.459	6.714	5.1153478	5.2760812	n.s.
C03479	Folinic_acid	2.585	5.17	3.459	6.687	5.1153478	5.2756546	n.s.
C01412	Butanal	10.534	5.209	3.459	6.687	5.1543478	5.3146546	*
C06114	gamma-Glutamyl-beta-aminopropiononitrile	-3.459	-5.17	-6.714	-3.459	-5.2760812	-5.1153478	n.s.
C06508	Adenosyl_cobinamide	5.585	0.0	-5.807	5.833	-0.0917506	0.0921614	n.s.
C06509	Adenosyl_cobinamide_phosphate	4.0	0.0	-4.222	4.248	-0.0667076	0.0671184	n.s.
C09332	Tetrahydrofolyl-[Glu](2)	-5.524	-5.209	-6.728	-3.459	-5.3153024	-5.1543478	n.s.
C06032	D-erythro-3-Methylmalate	0.0	-2.852	-5.361	4.527	-2.9367038	-2.7804734	n.s.
C01157	Hydroxyproline	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C02576	Perillyl_aldehyde	2.807	5.17	3.459	6.644	5.1153478	5.2749752	n.s.
C03972	2,3,4,5-Tetrahydrodipicolinate	4.394	0.0	-4.826	4.775	-0.0762508	0.075445	n.s.
C03974	2-Acyl-sn-glycerol_3-phosphate	-3.17	-5.17	-6.687	-3.459	-5.2756546	-5.1153478	n.s.
C00577	D-Glyceraldehyde	-9.399	0.0	-5.781	5.807	-0.0913398	0.0917506	*
C01300	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine	3.644	3.807	-5.459	6.238	3.7207478	3.9055604	n.s.
C00279	D-Erythrose_4-phosphate	-5.815	0.0	-5.87	5.84325	-0.092746	0.09232335	n.s.
C13632	4,4'-Dihydroxy-alpha-methylstilbene	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C01304	2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	-6.322	0.0	-5.883	5.858	-0.0929514	0.0925564	n.s.
C01801	Deoxyribose	1.0	5.209	3.459	6.714	5.1543478	5.3150812	n.s.
C00275	D-Mannose_6-phosphate	-6.435	-4.755	-6.452	5.098	-4.8569416	-4.6744516	n.s.
C00270	N-Acetylneuraminate	6.895	5.17	3.459	6.644	5.1153478	5.2749752	n.s.
C00900	2-Acetolactate	0.0	0.0	-5.954	5.728	-0.0940732	0.0905024	n.s.
C00479	Propanal	4.17	5.209	3.459	6.687	5.1543478	5.3146546	n.s.
C00475	Cytidine	2.515	0.0	-3.404	3.1025	-0.0537832	0.0490195	n.s.
C12215	Iminoerythrose_4-phosphate	-8.842	-5.17	-6.714	-3.585	-5.2760812	-5.113357	n.s.
C12214	Aminofructose_6-phosphate	8.842	5.17	3.585	6.714	5.113357	5.2760812	n.s.
C00294	Inosine	7.055	3.459	-5.544	6.183	3.3714048	3.5566914	n.s.
C00295	Orotate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C00357	N-Acetyl-D-glucosamine_6-phosphate	-8.032	-1.115	-5.454	5.261	-1.2011732	-1.0318762	*
C05698	Selenohomocysteine	3.459	0.0	-5.907	5.781	-0.0933306	0.0913398	n.s.
C01267	3-(Imidazol-4-yl)-2-oxopropyl_phosphate	0.0	0.0	-3.9	3.951	-0.06162	0.0624258	n.s.
C00353	Geranylgeranyl_diphosphate	-4.907	-5.209	-6.728	-3.585	-5.3153024	-5.152357	n.s.
C00352	D-Glucosamine_6-phosphate	-5.779	0.0	-5.647	5.52	-0.0892226	0.087216	n.s.
C00299	Uridine	-2.75	0.0	-3.373	3.423	-0.0532934	0.0540834	n.s.
C02166	Leukotriene_C4	3.459	5.17	3.459	6.714	5.1153478	5.2760812	n.s.
C04666	D-erythro-1-(Imidazol-4-yl)glycerol_3-phosphate	0.0	-3.688	-6.106	5.354	-3.7844748	-3.6034068	n.s.
C01269	5-O-(1-Carboxyvinyl)-3-phosphoshikimate	-1.807	0.0	-4.858	4.833	-0.0767564	0.0763614	n.s.
C05979	Propane-1-ol	-4.17	-5.209	-6.687	-3.459	-5.3146546	-5.1543478	n.s.
C05898	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	-6.248	-5.209	-6.687	-3.585	-5.3146546	-5.152357	n.s.
C05893	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine	-6.248	-5.209	-6.687	-3.585	-5.3146546	-5.152357	n.s.
C05892	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	4.954	5.17	3.459	6.714	5.1153478	5.2760812	n.s.
C05596	p-Hydroxyphenylacetylglycine	-3.17	-5.17	-6.687	-3.459	-5.2756546	-5.1153478	n.s.
C01279	4-Amino-5-hydroxymethyl-2-methylpyrimidine	-1.0	0.0	-5.807	5.833	-0.0917506	0.0921614	n.s.
C04046	3-D-Glucosyl-1,2-diacylglycerol	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C05382	Sedoheptulose_7-phosphate	-7.246	0.0	-4.692	4.767	-0.0741336	0.0753186	n.s.
C00120	Biotin	1.0	0.0	-5.196	5.415	-0.0820968	0.085557	n.s.
C00121	D-Ribose	1.0	5.209	3.459	6.714	5.1543478	5.3150812	n.s.
C00122	Fumarate	-1.826	0.348	-1.984	2.74	0.3166528	0.391292	n.s.
C00123	L-Leucine	6.459	5.129	3.459	6.644	5.0743478	5.2339752	n.s.
C00129	Isopentenyl_diphosphate	-3.492	0.0	-5.392	5.418	-0.0851936	0.0856044	n.s.
C15532	N-Acetyl-L-citrulline	1.0	5.209	3.459	6.728	5.1543478	5.3153024	n.s.
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C11934	2-Hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA	-6.539	-5.209	-6.714	-3.459	-5.3150812	-5.1543478	n.s.
C15973	Enzyme_N6-(dihydrolipoyl)lysine	5.123	5.763	4.585	6.919	5.690557	5.8723202	n.s.
C03028	Thiamin_triphosphate	-5.781	-5.17	-6.672	-3.459	-5.2754176	-5.1153478	n.s.
C05749	Hexanoyl-[acp]	6.741	0.0	-5.781	5.883	-0.0913398	0.0929514	n.s.
C20589	D-Glucosaminate-6-phosphate	-0.807	-6.15	-7.147	-5.267	-6.2629226	-6.0667814	*
C05747	(R)-3-Hydroxyhexanoyl-[acp]	-6.728	0.0	-5.883	5.807	-0.0929514	0.0917506	n.s.
C05746	3-Oxohexanoyl-[acp]	-6.87	0.0	-5.858	5.883	-0.0925564	0.0929514	n.s.
C05745	Butyryl-[acp]	6.741	0.0	-5.781	5.883	-0.0913398	0.0929514	n.s.
C05744	Acetoacetyl-[acp]	-5.185	-3.285	-5.852	5.17	-3.3774616	-3.203314	n.s.
C03150	Nicotinamide-beta-riboside	7.418	5.781	4.585	6.895	5.708557	5.889941	n.s.
C04618	(3R)-3-Hydroxybutanoyl-[acyl-carrier_protein]	-5.991	0.0	-5.146	5.07	-0.0813068	0.080106	n.s.
C02091	(S)-Ureidoglycine	-4.248	-5.209	-6.714	-3.459	-5.3150812	-5.1543478	n.s.
C00726	Nitrile	5.459	5.17	3.459	6.714	5.1153478	5.2760812	n.s.
C00055	CMP	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C03539	S-Ribosyl-L-homocysteine	-4.7	0.0	-5.83925	5.907	-0.09226015	0.0933306	n.s.
C00199	D-Ribulose_5-phosphate	-2.503	3.129	-5.159	5.88425	3.0474878	3.22197115	n.s.
C00051	Glutathione	3.459	5.17	3.459	6.714	5.1153478	5.2760812	n.s.
C00052	UDP-alpha-D-galactose	4.684	0.0	-4.974	5.051	-0.0785892	0.0798058	n.s.
C00194	Cobamide_coenzyme	-5.544	-5.764	-6.97	-4.524	-5.874126	-5.6925208	n.s.
C00197	3-Phospho-D-glycerate	-4.328	-3.305	-5.8285	5.19475	-3.3970903	-3.22292295	n.s.
C03785	D-Tagatose_1,6-bisphosphate	-1.678	-3.511	-6.213	5.459	-3.6091654	-3.4247478	n.s.
C02714	N-Acetylputrescine	-4.807	-5.17	-6.687	-3.459	-5.2756546	-5.1153478	n.s.
C00192	Hydroxylamine	4.807	5.209	3.459	6.714	5.1543478	5.3150812	n.s.
C00354	D-Fructose_1,6-bisphosphate	-6.67	0.0	-3.17	3.248	-0.050086	0.0513184	*
C01118	O-Succinyl-L-homoserine	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C01050	UDP-N-acetylmuramate	6.301	0.0	-5.708	5.585	-0.0901864	0.088243	n.s.
C04574	di-trans,poly-cis-Undecaprenyl_diphosphate	-6.209	0.0	-5.728	5.907	-0.0905024	0.0933306	n.s.
C05130	Imidazole-4-acetaldehyde	2.807	5.17	3.459	6.644	5.1153478	5.2749752	n.s.
C00206	dADP	9.019	-4.237	-6.237	4.934	-4.3355446	-4.1590428	*
C06156	alpha-D-Glucosamine_1-phosphate	0.0	0.0	0.0	0.0	0.0	0.0	n.s.
C04807	2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine	1.585	0.0	-5.883	5.858	-0.0929514	0.0925564	n.s.
C20423	alpha-D-Ribose_1-methylphosphonate_5-phosphate	0.0	0.0	-5.755	5.858	-0.090929	0.0925564	n.s.
C20422	alpha-D-Ribose_1-methylphosphonate_5-triphosphate	0.0	-4.755	-6.504	4.954	-4.8577632	-4.6767268	n.s.
C03492	D-4'-Phosphopantothenate	-3.7	0.0	-5.807	5.781	-0.0917506	0.0913398	n.s.
C02457	Propane-1,3-diol	-4.17	-5.209	-6.687	-3.459	-5.3146546	-5.1543478	n.s.
C06010	(S)-2-Acetolactate	0.0	0.0	-5.369	5.143	-0.0848302	0.0812594	n.s.
C00831	Pantetheine	6.459	5.209	3.459	6.714	5.1543478	5.3150812	n.s.
